Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease_Prediction
Dog,Labrador,7.1,Male,29.4,Lameness,Fever,Lethargy,Appetite_Loss,2,Yes,No,No,No,No,Yes,No,No,No,40.1°C,103,Tick-Borne Disease
Cow,Hereford,0.6,Female,694.9,Anemia,Fever,Lethargy,None,4,No,No,No,No,No,No,No,No,No,38.9°C,65,Tick-Borne Disease
Cow,Hereford,1.2,Male,448.9,Nasal_Discharge,Fever,Appetite_Loss,Diarrhea,5,Yes,No,Yes,No,No,No,No,Yes,No,39.6°C,61,Bovine Viral Diarrhea
Cow,Friesian,5.6,Male,352.2,Weight_Loss,Fever,Lethargy,Diarrhea,1,No,No,Yes,No,No,No,No,No,No,39.2°C,62,Bovine Coccidiosis
Cow,Jersey,5.9,Male,466.6,Lethargy,Fever,Coughing,Weight_Loss,1,No,No,No,Yes,No,No,No,No,No,38.9°C,67,Bovine Tuberculosis
Cow,Hereford,2.1,Male,455.3,Fever,Swollen_Udder,Decreased_Milk,None,1,No,No,No,No,No,No,No,No,No,40.1°C,66,Mastitis Variant
Cow,Angus,0.8,Female,296.0,Fever,Weight_Loss,Lethargy,Diarrhea,3,No,No,Yes,No,No,No,No,No,No,38.7°C,77,Bovine Coccidiosis
Cow,Angus,9.4,Male,415.7,Lethargy,Fever,Weight_Loss,Weight_Loss,13,No,No,No,No,No,No,No,No,No,38.9°C,77,Bovine Tuberculosis
Dog,German Shepherd,3.2,Male,26.2,Fever,Nasal_Discharge,Coughing,None,2,No,No,No,Yes,No,No,No,Yes,No,38.9°C,118,Kennel Cough Variant
Dog,German Shepherd,7.5,Male,12.7,Fever,Appetite_Loss,Lethargy,Lameness,1,Yes,No,No,No,No,Yes,No,No,No,39.3°C,98,Lyme Disease
Cow,Jersey,2.7,Male,449.0,Drooling,Lameness,Fever,Weight_Loss,4,No,No,No,No,No,Yes,No,No,No,40.5°C,65,Foot and Mouth Disease
Dog,Bulldog,7.5,Male,49.0,Skin_Lesions,Hair_Loss,Itching,None,1,No,No,No,No,No,No,Yes,No,No,38.0°C,88,Skin Infection
Dog,Beagle,2.9,Male,29.1,Dehydration,Diarrhea,Vomiting,None,5,No,Yes,Yes,No,No,No,No,No,No,40.0°C,120,Canine Parvovirus Variant
Dog,Beagle,4.2,Male,42.3,Vomiting,Diarrhea,Fever,None,4,No,Yes,Yes,No,No,No,No,No,No,40.3°C,107,Salmonella Variant
Dog,Poodle,7.2,Male,31.9,Jaundice,Fever,Vomiting,Lethargy,1,No,Yes,No,No,No,No,No,No,No,40.0°C,105,Canine Leptospirosis
Dog,Labrador,3.0,Male,22.6,Diarrhea,Vomiting,Dehydration,Swelling,1,No,Yes,Yes,No,No,No,No,No,No,39.4°C,126,Canine Parvovirus Variant
Cow,Holstein,0.2,Female,487.2,Fever,Diarrhea,Dehydration,Fever,2,No,No,Yes,No,No,No,No,No,No,39.6°C,63,Salmonellosis
Dog,Labrador,6.3,Male,37.4,Vomiting,Appetite_Loss,Lethargy,Diarrhea,2,Yes,Yes,Yes,No,No,No,No,No,No,40.2°C,130,Parvovirus
Dog,German Shepherd,11.0,Female,38.0,Appetite_Loss,Vomiting,Diarrhea,Lethargy,3,Yes,Yes,Yes,No,No,No,No,No,No,39.9°C,125,Gastroenteritis
Dog,Labrador,4.6,Female,24.2,Weight_Loss,Lethargy,Appetite_Loss,Diarrhea,1,Yes,No,Yes,No,No,No,No,No,No,38.6°C,105,Parasitic Infection
Cow,Jersey,8.9,Male,645.1,Vomiting,Diarrhea,Dehydration,None,3,No,Yes,Yes,No,No,No,No,No,No,38.6°C,78,Gastrointestinal Infection
Dog,Mixed,8.5,Male,23.7,Hair_Loss,Skin_Lesions,Itching,None,15,No,No,No,No,No,No,Yes,No,No,38.7°C,92,Skin Infection
Cow,Holstein,3.9,Female,411.1,Eye_Discharge,Fever,Nasal_Discharge,Coughing,4,No,No,No,Yes,No,No,No,Yes,Yes,40.1°C,88,Bovine Respiratory Disease
Cow,Angus,3.6,Male,384.3,Labored_Breathing,Coughing,Nasal_Discharge,Fever,1,No,No,No,Yes,No,No,No,Yes,No,39.9°C,63,Bovine Respiratory Syncytial Virus
Dog,German Shepherd,2.8,Female,24.4,Coughing,Swelling,Nasal_Discharge,Fever,1,No,No,No,Yes,No,No,No,Yes,No,39.0°C,113,Kennel Cough Variant
Cow,Jersey,0.5,Male,502.1,Diarrhea,Vomiting,Dehydration,None,1,No,Yes,Yes,No,No,No,No,No,No,39.2°C,68,Gastrointestinal Infection
Cow,Jersey,6.8,Female,426.3,Lethargy,Fever,Dehydration,Diarrhea,7,No,No,Yes,No,No,No,No,No,No,39.6°C,84,Salmonellosis
Dog,Poodle,2.4,Female,26.2,Lethargy,Lameness,Pain,Lethargy,1,No,No,No,No,No,Yes,No,No,No,38.3°C,96,Arthritis
Dog,Beagle,0.1,Female,13.7,Fever,Nasal_Discharge,Coughing,None,1,No,No,No,Yes,No,No,No,Yes,No,38.9°C,107,Kennel Cough Variant
Cow,Jersey,4.6,Female,430.8,Diarrhea,Lethargy,Decreased_Milk,Weight_Loss,3,No,No,Yes,No,No,No,No,No,No,38.5°C,62,Johnes Disease
Dog,German Shepherd,4.5,Female,36.7,Nasal_Discharge,Fever,Coughing,None,2,No,No,No,Yes,No,No,No,Yes,No,38.8°C,129,Kennel Cough Variant
Cow,Angus,7.1,Male,466.6,Fever,Lethargy,Anemia,None,2,No,No,No,No,No,No,No,No,No,39.5°C,80,Tick-Borne Disease
Cow,Jersey,6.0,Female,300.1,Nasal_Discharge,Coughing,Fever,Labored_Breathing,4,No,No,No,Yes,No,No,No,Yes,No,39.5°C,95,Bovine Respiratory Syncytial Virus
Dog,German Shepherd,5.1,Male,15.4,Appetite_Loss,Lameness,Fever,Lethargy,2,Yes,No,No,No,No,Yes,No,No,No,40.3°C,92,Lyme Disease
Cow,Jersey,5.8,Male,535.3,Dehydration,Diarrhea,Vomiting,None,4,No,Yes,Yes,No,No,No,No,No,No,39.4°C,65,Gastrointestinal Infection
Cow,Angus,6.7,Female,525.5,Diarrhea,Fever,Appetite_Loss,Nasal_Discharge,1,Yes,No,Yes,No,No,No,No,Yes,No,39.4°C,72,Bovine Viral Diarrhea
Cow,Angus,4.2,Male,531.8,Lethargy,Decreased_Milk,Swollen_Udder,Fever,3,No,No,No,No,No,No,No,No,No,39.8°C,74,Mastitis
Cow,Holstein,2.4,Female,489.2,Fever,Lethargy,Anemia,None,3,No,No,No,No,No,No,No,No,No,38.9°C,69,Tick-Borne Disease
Dog,Labrador,4.9,Male,16.0,Pain,Swelling,Lameness,Lethargy,10,No,No,No,No,No,Yes,No,No,No,38.0°C,74,Arthritis
Cow,Angus,4.4,Male,415.4,Dehydration,Diarrhea,Fever,Lethargy,6,No,No,Yes,No,No,No,No,No,No,39.9°C,76,Salmonellosis
Dog,Beagle,6.3,Male,25.3,Appetite_Loss,Lethargy,Lethargy,Fever,5,Yes,No,No,No,No,No,No,No,No,40.1°C,107,Canine Leptospirosis
Cow,Mixed,6.0,Male,512.7,Fever,Weight_Loss,Lameness,Drooling,1,No,No,No,No,No,Yes,No,No,No,40.5°C,80,Foot and Mouth Disease
Dog,Labrador,11.3,Male,23.8,Lameness,Fever,Appetite_Loss,Lethargy,1,Yes,No,No,No,No,Yes,No,No,No,39.6°C,107,Lyme Disease
Dog,Labrador,5.8,Male,45.8,Weight_Loss,Appetite_Loss,Diarrhea,Swollen_Udder,4,Yes,No,Yes,No,No,No,No,No,No,38.6°C,100,Parasitic Gastroenteritis
Cow,Hereford,9.3,Female,425.3,Fever,Anemia,Lethargy,None,3,No,No,No,No,No,No,No,No,No,38.6°C,62,Tick-Borne Disease
Cow,Jersey,1.8,Female,298.1,Diarrhea,Dehydration,Vomiting,None,1,No,Yes,Yes,No,No,No,No,No,No,40.0°C,70,Gastrointestinal Infection
Dog,Poodle,4.0,Male,50.5,Appetite_Loss,Vomiting,Lethargy,Diarrhea,5,Yes,Yes,Yes,No,No,No,No,No,No,39.8°C,131,Parvovirus
Cow,Hereford,4.1,Male,432.5,Fever,Nasal_Discharge,Appetite_Loss,Diarrhea,3,Yes,No,Yes,No,Yes,No,No,Yes,No,40.2°C,84,Bovine Viral Diarrhea
Dog,German Shepherd,1.5,Female,29.0,Lethargy,Appetite_Loss,Diarrhea,Weight_Loss,13,Yes,No,Yes,No,No,No,No,No,No,38.3°C,97,Parasitic Infection
Cow,Mixed,1.6,Male,523.8,Coughing,Eye_Discharge,Nasal_Discharge,None,7,No,No,No,Yes,No,No,No,Yes,Yes,40.0°C,59,Respiratory Disease
Dog,Mixed,2.5,Male,36.8,Diarrhea,Appetite_Loss,Lethargy,Vomiting,6,Yes,Yes,Yes,No,No,No,No,No,No,39.4°C,128,Parvovirus
Dog,Poodle,3.8,Female,32.6,Lethargy,Pain,Lameness,Swelling,1,No,No,No,No,No,Yes,No,No,No,38.3°C,76,Arthritis
Cow,Hereford,8.7,Female,345.7,Eye_Discharge,Coughing,Nasal_Discharge,None,3,No,No,No,Yes,No,No,No,Yes,Yes,39.7°C,71,Respiratory Disease
Dog,Beagle,3.7,Female,26.9,Fever,Vomiting,Diarrhea,None,2,No,Yes,Yes,No,No,No,No,No,No,39.5°C,101,Salmonella Variant
Dog,Beagle,2.9,Female,24.9,Fever,Vomiting,Diarrhea,None,2,No,Yes,Yes,No,No,No,No,No,No,39.5°C,127,Salmonella Variant
Cow,Holstein,7.3,Female,514.1,Weight_Loss,Lameness,Fever,Drooling,2,No,No,No,No,No,Yes,No,No,No,39.7°C,85,Foot and Mouth Disease
Cow,Hereford,6.1,Female,247.2,Decreased_Milk,Swollen_Udder,Fever,None,2,No,No,No,No,No,No,No,No,No,39.8°C,67,Mastitis Variant
Dog,Beagle,12.8,Male,41.4,Lethargy,Appetite_Loss,Fever,Lameness,1,Yes,No,No,No,No,Yes,No,No,No,39.3°C,96,Tick-Borne Disease
Dog,Mixed,5.4,Female,14.8,Fever,Jaundice,Vomiting,Appetite_Loss,1,Yes,Yes,No,No,No,No,No,No,No,40.2°C,126,Canine Leptospirosis
Dog,Mixed,5.1,Female,30.7,Lethargy,Appetite_Loss,Lameness,Fever,1,Yes,No,No,No,No,Yes,No,No,No,39.4°C,99,Lyme Disease
Dog,Bulldog,3.6,Female,30.1,Fever,Vomiting,Diarrhea,None,8,No,Yes,Yes,No,No,No,No,No,No,39.5°C,124,Salmonella Variant
Dog,Labrador,5.8,Female,40.9,Skin_Lesions,Itching,Hair_Loss,None,7,No,No,No,No,No,No,Yes,No,No,37.6°C,95,Skin Infection
Cow,Hereford,6.0,Female,377.8,Coughing,Nasal_Discharge,Eye_Discharge,None,9,No,No,No,Yes,No,No,No,Yes,Yes,39.8°C,77,Respiratory Disease
Dog,Labrador,2.0,Male,23.2,Itching,Skin_Lesions,Hair_Loss,Dehydration,1,No,No,No,No,No,No,Yes,No,No,38.9°C,84,Skin Infection
Dog,German Shepherd,5.8,Female,33.8,Vomiting,Fever,Diarrhea,None,2,No,Yes,Yes,No,No,No,No,No,No,39.5°C,116,Salmonella Variant
Cow,Hereford,1.6,Female,535.7,Weight_Loss,Lethargy,Diarrhea,Decreased_Milk,4,No,No,Yes,No,No,No,No,No,No,39.8°C,58,Parasitic Infection
Cow,Holstein,5.9,Male,681.1,Coughing,Nasal_Discharge,Eye_Discharge,None,1,No,No,No,Yes,No,No,No,Yes,Yes,39.2°C,72,Respiratory Disease
Dog,Mixed,2.3,Female,45.2,Diarrhea,Weight_Loss,Appetite_Loss,Weight_Loss,6,Yes,No,Yes,No,No,No,No,No,No,38.9°C,104,Parasitic Gastroenteritis
Cow,Holstein,2.9,Male,402.0,Lethargy,Diarrhea,Weight_Loss,Decreased_Milk,2,No,No,Yes,No,No,No,No,No,No,39.0°C,60,Johnes Disease
Cow,Friesian,6.5,Female,315.2,Swollen_Udder,Fever,Lethargy,Decreased_Milk,2,No,No,No,No,No,No,No,No,No,39.6°C,82,Mastitis
Dog,Poodle,2.1,Male,18.4,Diarrhea,Vomiting,Lethargy,Appetite_Loss,2,Yes,Yes,Yes,No,No,No,No,No,No,39.6°C,127,Gastroenteritis
Dog,Mixed,5.7,Female,27.3,Diarrhea,Lethargy,Weight_Loss,Appetite_Loss,1,Yes,No,Yes,No,No,No,No,No,No,38.1°C,95,Parasitic Infection
Cow,Jersey,7.6,Male,607.2,Dehydration,Fever,Vomiting,Diarrhea,2,No,Yes,Yes,No,No,No,No,No,No,39.5°C,123,Salmonella Variant
Cow,Holstein,4.2,Male,357.0,Nasal_Discharge,Coughing,Fever,Labored_Breathing,3,No,No,No,Yes,No,No,No,Yes,No,40.4°C,78,Bovine Respiratory Syncytial Virus
Dog,Beagle,10.3,Male,25.4,Dehydration,Diarrhea,Vomiting,None,4,No,Yes,Yes,No,No,No,No,No,No,39.8°C,121,Canine Parvovirus Variant
Cow,Holstein,6.3,Female,515.9,Weight_Loss,Swollen_Udder,Lethargy,Fever,1,No,No,No,No,No,No,No,No,No,39.0°C,69,Bovine Coccidiosis
Cow,Hereford,1.4,Male,343.0,Weight_Loss,Fever,Lethargy,Coughing,2,No,No,No,Yes,No,No,No,No,No,38.9°C,68,Bovine Tuberculosis
Dog,Mixed,2.6,Female,30.8,Fever,Nasal_Discharge,Lethargy,Vomiting,1,No,Yes,No,No,No,No,No,Yes,No,39.7°C,107,Canine Hepatitis
Dog,Bulldog,5.5,Female,38.4,Vomiting,Appetite_Loss,Lethargy,Diarrhea,1,Yes,Yes,Yes,No,No,No,No,No,No,40.6°C,127,Parvovirus
Cow,Friesian,0.1,Male,531.8,Diarrhea,Weight_Loss,Fever,Lethargy,1,No,No,Yes,No,No,No,No,No,No,39.4°C,71,Bovine Coccidiosis
Dog,Beagle,4.9,Female,42.0,Pain,Lameness,Swelling,Lethargy,2,No,No,No,No,No,Yes,No,No,No,39.0°C,89,Arthritis
Cow,Jersey,1.3,Male,402.4,Diarrhea,Dehydration,Fever,Lethargy,1,No,No,Yes,No,No,No,No,No,No,39.5°C,83,Salmonellosis
Cow,Friesian,8.9,Male,607.0,Fever,Lethargy,Anemia,None,4,No,No,No,No,No,No,No,No,No,38.5°C,59,Tick-Borne Disease
Cow,Mixed,5.1,Female,466.8,Appetite_Loss,Nasal_Discharge,Diarrhea,Fever,1,Yes,No,Yes,No,No,No,No,Yes,No,39.2°C,80,Bovine Viral Diarrhea
Dog,German Shepherd,3.6,Male,31.8,Lethargy,Fever,Appetite_Loss,Lameness,1,Yes,No,No,No,No,Yes,No,No,No,39.3°C,107,Tick-Borne Disease
Cow,Mixed,5.4,Female,297.8,Fever,Lethargy,Dehydration,Diarrhea,1,No,No,Yes,No,Yes,No,No,No,No,39.0°C,86,Salmonellosis
Cow,Jersey,4.2,Male,381.9,Fever,Nasal_Discharge,Weight_Loss,Appetite_Loss,3,Yes,No,No,No,No,No,No,Yes,No,39.8°C,83,Bovine Viral Diarrhea
Dog,Bulldog,2.6,Female,31.8,Nasal_Discharge,Coughing,Skin_Lesions,Eye_Discharge,2,No,No,No,Yes,No,No,Yes,Yes,Yes,40.5°C,119,Canine Distemper
Cow,Angus,7.6,Male,297.3,Lameness,Pain,Lethargy,Swelling,3,No,No,No,No,No,Yes,No,No,No,38.3°C,84,Arthritis
Cow,Friesian,6.3,Male,349.9,Fever,Weight_Loss,Drooling,Lameness,6,No,No,No,No,No,Yes,No,No,No,40.5°C,80,Foot and Mouth Disease
Dog,Mixed,0.1,Male,36.4,Swelling,Swelling,Lethargy,Pain,4,No,No,No,No,No,No,No,No,No,38.7°C,100,Arthritis
Dog,Bulldog,6.2,Female,27.1,Fever,Lameness,Appetite_Loss,Lethargy,1,Yes,No,No,No,No,Yes,No,No,No,39.4°C,118,Tick-Borne Disease
Dog,Bulldog,2.9,Male,30.4,Lethargy,Pain,Swelling,Lameness,1,No,No,No,No,No,Yes,No,No,No,38.4°C,78,Arthritis
Dog,German Shepherd,5.2,Male,37.4,Vomiting,Diarrhea,Appetite_Loss,Lethargy,1,Yes,Yes,Yes,No,No,No,No,No,No,40.6°C,135,Parvovirus
Cow,Jersey,3.6,Male,379.3,Eye_Discharge,Nasal_Discharge,Coughing,None,1,No,No,No,Yes,No,No,No,Yes,Yes,39.7°C,76,Respiratory Disease
Dog,Labrador,3.1,Male,15.6,Lethargy,Nasal_Discharge,Fever,Vomiting,4,No,Yes,No,No,No,No,No,Yes,No,39.1°C,111,Canine Hepatitis
Dog,Beagle,5.7,Female,21.6,Nasal_Discharge,Skin_Lesions,Coughing,Eye_Discharge,1,No,No,No,Yes,No,No,Yes,Yes,Yes,39.9°C,112,Canine Distemper
Dog,Bulldog,5.4,Male,28.6,Vomiting,Diarrhea,Dehydration,None,1,No,Yes,Yes,No,No,No,No,No,No,39.6°C,123,Canine Parvovirus Variant
Dog,Labrador,2.0,Male,18.2,Diarrhea,Lethargy,Weight_Loss,Appetite_Loss,2,Yes,No,Yes,No,No,No,No,No,No,38.3°C,103,Parasitic Infection
Dog,German Shepherd,6.5,Male,36.3,Diarrhea,Lethargy,Vomiting,Appetite_Loss,2,Yes,Yes,Yes,No,No,No,No,No,No,39.7°C,96,Gastroenteritis
Cow,Hereford,6.5,Male,542.7,Vomiting,Diarrhea,Dehydration,None,8,No,Yes,Yes,No,No,No,No,No,No,39.6°C,74,Gastrointestinal Infection
Cow,Holstein,5.7,Male,429.7,Diarrhea,Decreased_Milk,Weight_Loss,Lethargy,6,No,No,Yes,No,No,No,No,No,No,39.1°C,65,Parasitic Infection
Dog,Mixed,6.9,Female,31.2,Diarrhea,Vomiting,Lethargy,Appetite_Loss,1,Yes,Yes,Yes,No,No,No,No,No,No,39.1°C,114,Gastroenteritis
Cow,Hereford,0.1,Male,338.7,Nasal_Discharge,Diarrhea,Fever,Appetite_Loss,4,Yes,No,Yes,No,No,No,No,Yes,No,39.5°C,82,Bovine Viral Diarrhea
Dog,Labrador,6.2,Male,45.8,Dehydration,Vomiting,Diarrhea,None,2,No,Yes,Yes,No,No,No,No,No,No,40.0°C,114,Canine Parvovirus Variant
Cow,Jersey,7.0,Female,467.9,Lethargy,Fever,Decreased_Milk,Swollen_Udder,9,No,No,No,No,No,No,No,No,No,39.6°C,76,Mastitis
Cow,Holstein,6.6,Male,482.7,Weight_Loss,Fever,Lethargy,Diarrhea,4,No,No,Yes,No,No,No,No,No,No,39.1°C,47,Bovine Coccidiosis
Cow,Mixed,5.5,Male,594.7,Decreased_Milk,Weight_Loss,Lethargy,Diarrhea,1,No,No,Yes,No,No,No,No,No,No,39.4°C,77,Johnes Disease
Cow,Hereford,0.1,Male,486.1,Weight_Loss,Lethargy,Coughing,Fever,7,No,No,No,Yes,No,No,No,No,No,39.7°C,66,Bovine Tuberculosis
Cow,Mixed,1.9,Female,378.8,Fever,Coughing,Eye_Discharge,Swollen_Udder,6,No,No,No,Yes,No,No,No,No,Yes,39.0°C,75,Bovine Respiratory Disease
Dog,Mixed,5.6,Female,36.3,Skin_Lesions,Nasal_Discharge,Coughing,Eye_Discharge,1,No,No,No,Yes,No,No,Yes,Yes,Yes,39.6°C,119,Canine Distemper
Cow,Mixed,1.2,Male,609.9,Lethargy,Coughing,Nasal_Discharge,Fever,2,No,No,No,Yes,No,No,No,Yes,No,39.5°C,76,Bovine Respiratory Disease
Dog,German Shepherd,0.1,Female,33.9,Coughing,Fever,Nasal_Discharge,None,1,No,No,No,Yes,No,No,No,Yes,No,39.6°C,102,Kennel Cough Variant
Cow,Mixed,5.2,Male,492.8,Vomiting,Diarrhea,Lethargy,Appetite_Loss,3,Yes,Yes,Yes,No,No,No,No,No,No,39.0°C,109,Gastroenteritis
Cow,Mixed,6.7,Male,473.0,Weight_Loss,Decreased_Milk,Diarrhea,Lethargy,2,No,No,Yes,No,No,No,No,No,No,39.6°C,75,Johnes Disease
Dog,Beagle,5.6,Male,26.9,Fever,Nasal_Discharge,Coughing,None,1,No,No,No,Yes,No,No,No,Yes,No,39.5°C,114,Kennel Cough Variant
Cow,Mixed,6.9,Male,515.1,Fever,Decreased_Milk,Swollen_Udder,None,7,No,No,No,No,No,No,No,No,No,39.3°C,62,Mastitis Variant
Cow,Holstein,5.2,Male,383.9,Decreased_Milk,Weight_Loss,Lethargy,Diarrhea,1,No,No,Yes,No,No,No,No,No,No,38.4°C,75,Parasitic Infection
Dog,Poodle,0.1,Female,35.7,Hair_Loss,Skin_Lesions,Itching,None,1,No,No,No,No,No,No,Yes,No,No,37.8°C,99,Skin Infection
Dog,Mixed,1.6,Female,30.2,Itching,Skin_Lesions,Hair_Loss,None,13,No,No,No,No,No,No,Yes,No,No,38.4°C,94,Skin Infection
Cow,Friesian,1.3,Female,607.2,Dehydration,Fever,Lethargy,Diarrhea,2,No,No,Yes,No,No,No,No,No,No,38.9°C,75,Salmonellosis
Dog,Poodle,2.9,Female,31.6,Lethargy,Appetite_Loss,Jaundice,Fever,1,Yes,No,No,No,No,No,No,No,No,40.7°C,103,Canine Leptospirosis
Cow,Angus,8.4,Male,427.4,Decreased_Milk,Lethargy,Weight_Loss,Diarrhea,1,No,No,Yes,No,No,No,No,No,No,40.0°C,68,Parasitic Infection
Dog,Labrador,5.3,Male,9.3,Diarrhea,Lethargy,Appetite_Loss,Weight_Loss,1,Yes,No,Yes,No,No,No,No,No,No,38.9°C,95,Parasitic Infection
Cow,Hereford,8.9,Male,420.4,Appetite_Loss,Nasal_Discharge,Diarrhea,Fever,1,Yes,No,Yes,No,No,No,No,Yes,No,39.8°C,71,Bovine Viral Diarrhea
Dog,Mixed,4.8,Female,16.1,Diarrhea,Lethargy,Decreased_Milk,Weight_Loss,2,No,No,Yes,No,No,No,No,No,No,39.3°C,70,Johnes Disease
Cow,Jersey,1.4,Female,590.4,Swollen_Udder,Fever,Decreased_Milk,Lethargy,1,No,No,No,No,No,No,No,No,No,39.4°C,65,Mastitis
Cow,Jersey,3.7,Male,290.4,Diarrhea,Weight_Loss,Lethargy,Fever,2,No,No,Yes,No,No,No,No,No,No,38.8°C,70,Bovine Coccidiosis
Cow,Hereford,8.6,Female,384.3,Fever,Coughing,Lethargy,Weight_Loss,5,No,No,No,Yes,No,No,No,No,No,38.9°C,80,Bovine Tuberculosis
Dog,Bulldog,4.2,Female,32.5,Appetite_Loss,Lethargy,Fever,Lameness,1,Yes,No,No,No,No,Yes,No,No,No,39.3°C,117,Lyme Disease
Dog,Bulldog,4.5,Male,21.3,Nasal_Discharge,Skin_Lesions,Eye_Discharge,Coughing,13,No,No,No,Yes,No,No,Yes,Yes,Yes,40.1°C,112,Canine Distemper
Cow,Angus,5.6,Female,316.7,Vomiting,Diarrhea,Dehydration,Drooling,3,No,Yes,Yes,No,No,No,No,No,No,39.5°C,81,Gastrointestinal Infection
Dog,German Shepherd,4.4,Female,31.3,Weight_Loss,Diarrhea,Appetite_Loss,None,1,Yes,No,Yes,No,No,No,No,No,No,38.3°C,113,Parasitic Gastroenteritis
Dog,German Shepherd,1.8,Female,4.7,Skin_Lesions,Drooling,Hair_Loss,Itching,1,No,No,No,No,No,No,Yes,No,No,38.2°C,88,Skin Infection
Dog,German Shepherd,7.7,Male,23.7,Appetite_Loss,Vomiting,Lethargy,Diarrhea,18,Yes,Yes,Yes,No,No,No,No,No,No,40.1°C,130,Parvovirus
Dog,Poodle,5.1,Male,23.5,Appetite_Loss,Weight_Loss,Diarrhea,None,3,Yes,No,Yes,No,No,No,No,No,No,39.0°C,106,Parasitic Gastroenteritis
Dog,Labrador,4.8,Male,24.9,Pain,Lameness,Swelling,Lethargy,6,No,No,No,No,No,Yes,No,No,No,38.8°C,90,Arthritis
Dog,Bulldog,3.8,Female,38.3,Lethargy,Nasal_Discharge,Eye_Discharge,Coughing,2,No,No,No,Yes,No,No,No,Yes,Yes,38.8°C,107,Kennel Cough
Dog,German Shepherd,3.9,Female,9.6,Fever,Appetite_Loss,Jaundice,Lethargy,2,Yes,No,No,No,No,No,No,No,No,40.6°C,119,Canine Leptospirosis
Dog,Beagle,2.7,Female,49.3,Appetite_Loss,Diarrhea,Weight_Loss,None,1,Yes,No,Yes,No,No,No,No,No,No,37.7°C,106,Parasitic Gastroenteritis
Cow,Holstein,3.5,Female,401.3,Anemia,Lethargy,Fever,None,2,No,No,No,No,No,No,No,No,No,38.5°C,70,Tick-Borne Disease
Dog,Labrador,6.2,Male,27.2,Lethargy,Pain,Lameness,Itching,1,No,No,No,No,No,Yes,No,No,No,37.9°C,95,Arthritis
Dog,Bulldog,2.7,Male,21.8,Lethargy,Swelling,Pain,Lameness,2,No,No,No,No,No,Yes,No,No,No,38.3°C,96,Arthritis
Dog,Poodle,5.9,Male,35.7,Appetite_Loss,Lethargy,Diarrhea,Vomiting,4,Yes,Yes,Yes,No,No,No,No,No,No,39.6°C,144,Parvovirus
Cow,Jersey,0.8,Female,462.5,Fever,Lameness,Drooling,Weight_Loss,2,No,No,No,No,No,Yes,No,No,No,40.3°C,73,Foot and Mouth Disease
Dog,German Shepherd,6.6,Male,9.6,Nasal_Discharge,Eye_Discharge,Skin_Lesions,Coughing,1,No,No,No,Yes,No,No,Yes,Yes,Yes,40.4°C,132,Canine Distemper
Dog,Beagle,4.5,Male,20.6,Jaundice,Appetite_Loss,Vomiting,Lethargy,2,Yes,Yes,No,No,No,No,No,No,No,40.1°C,114,Canine Leptospirosis
Cow,Hereford,3.4,Male,433.9,Fever,Dehydration,Diarrhea,Lethargy,5,No,No,Yes,No,No,No,No,No,No,39.5°C,86,Salmonellosis
Dog,Mixed,4.1,Female,36.7,Lethargy,Diarrhea,Vomiting,Appetite_Loss,1,Yes,Yes,Yes,No,No,No,No,No,No,39.8°C,118,Parvovirus
Cow,Jersey,3.0,Female,428.8,Coughing,Weight_Loss,Fever,Lethargy,2,No,No,No,Yes,No,No,No,No,No,39.2°C,72,Bovine Tuberculosis
Dog,Labrador,2.7,Female,18.7,Weight_Loss,Appetite_Loss,Diarrhea,Lethargy,5,Yes,No,Yes,No,No,No,No,No,No,38.9°C,103,Parasitic Infection
Dog,Labrador,5.1,Female,14.5,Itching,Lethargy,Nasal_Discharge,Vomiting,3,No,Yes,No,No,No,No,No,Yes,No,39.9°C,105,Canine Hepatitis
Dog,Bulldog,5.5,Female,59.9,Lethargy,Diarrhea,Appetite_Loss,Vomiting,1,Yes,Yes,Yes,No,No,No,No,No,No,40.2°C,136,Parvovirus
Cow,Friesian,8.3,Male,427.0,Lethargy,Fever,Dehydration,Diarrhea,5,No,No,Yes,No,No,No,No,No,No,40.1°C,83,Salmonellosis
Cow,Friesian,8.1,Male,341.4,Fever,Lethargy,Coughing,Weight_Loss,4,No,No,No,Yes,No,No,No,No,No,38.9°C,77,Bovine Tuberculosis
Cow,Friesian,3.6,Male,244.6,Coughing,Nasal_Discharge,Eye_Discharge,Drooling,9,No,No,No,Yes,No,No,No,Yes,Yes,39.5°C,69,Bovine Respiratory Disease
Cow,Holstein,0.8,Female,281.6,Weight_Loss,Fever,Diarrhea,Lethargy,5,No,No,Yes,No,No,No,No,No,No,39.3°C,64,Bovine Coccidiosis
Cow,Mixed,3.3,Female,593.0,Fever,Anemia,Lethargy,Lethargy,1,No,No,No,No,No,No,No,No,No,38.9°C,69,Tick-Borne Disease
Cow,Jersey,4.3,Female,449.3,Decreased_Milk,Diarrhea,Weight_Loss,Lethargy,3,No,No,Yes,No,No,No,No,No,No,39.0°C,54,Johnes Disease
