Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease_Prediction
Dog,Chihuahua,7.8,Female,4.4,Lameness,Fever,Skin Lesions,Loss Of Appetite,7 days,Yes,No,No,No,No,Yes,No,No,No,38.4°C,94.0,Lyme Disease
Cow,Aberdeen Angus,0.46,Male,426.06,Diarrhea,Diarrhea,Eye Discharge,<missing>,10 days,No,No,Yes,No,No,No,No,No,No,38.9°C,140.98,Parasitic Infection
Cow,Charolais,11.94,Male,491.37,Nasal Discharge,Lameness,Eye Discharge,Skin Lesions,1 days,No,No,No,Yes,Yes,No,No,Yes,No,39.6°C,67.49,Respiratory Disease
Dog,Dachshund,9.5,Male,25.1,Anorexia,Diarrhea,Weakness,Eye_Discharge,4 days,No,No,No,Yes,No,No,No,Yes,Yes,37.8°C,124.0,Kennel Cough
Dog,Dalmatian,3.1,Female,39.3,Anorexia,Lameness,Eye Discharge,Diarrhea,11 days,No,No,Yes,No,Yes,No,No,No,No,38.2°C,67.0,Gastroenteritis
Dog,Dachshund,3.0,Female,12.0,Lethargy,Vomiting,Loss Of Appetite,Fever,4 days,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,39.0°C,115.0,Canine Parvovirus
Dog,Chihuahua,5.9,Female,5.1,Coughing,Diarrhea,Dehydration,Vomiting,5 days,Yes,No,Yes,Yes,Yes,No,No,No,No,39.7°C,104.0,Canine Distemper
Cow,Dexter,5.25,Female,510.51,Diarrhea,Diarrhea,Fever,Dehydration,11 days,No,No,Yes,No,Yes,No,No,Yes,No,40.2°C,77.18,Bovine Viral Diarrhea
Dog,Husky,10.43,Male,23.98,Weakness,Diarrhea,Eye_Discharge,<missing>,4 days,No,No,No,Yes,No,No,No,Yes,Yes,37.8°C,136.37,Kennel Cough
Dog,Poodle,3.0,Female,20.0,Vomiting,Diarrhea,Lethargy,Fever,4 days,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,39.0°C,120.0,Parvovirus
Cow,Sahiwal,6.33,Female,462.88,Anorexia,Weakness,Weight Loss,Anemia,5 days,Yes,No,Yes,No,No,No,No,No,No,38.7°C,62.65,Parasitic Infection
Cow,Simmental,9.8,Male,831.5,Vomiting,Anorexia,Diarrhea,Coughing,14 days,No,No,No,Yes,No,No,No,Yes,No,41.0°C,68.0,Respiratory Disease
Cow,Aberdeen Angus,2.31,Male,443.97,Anorexia,Skin Lesions,Coughing,Labored Breathing,13 days,No,No,No,No,Yes,No,No,Yes,No,39.3°C,80.52,Respiratory Disease
Dog,Poodle,2.0,Female,8.0,Coughing,Nasal Discharge,Appetite Loss,Lethargy,4 days,Yes,No,No,Yes,No,No,No,Yes,No,39.1°C,125.0,Kennel Cough
Dog,Siberian Husky,2.92,Male,2.27,Labored Breathing,Eye Discharge,Lethargy,Sneezing,5 days,Yes,No,No,Yes,No,No,Yes,No,Yes,39.5°C,143.83,Allergic Rhinitis
Cow,Charolais,2.1,Female,625.5,Vomiting,Eye Discharge,Skin Lesions,Respiratory Signs,8 days,Yes,No,Yes,No,No,No,No,No,No,39.6°C,79.0,Bovine Viral Diarrhea
Cow,Limousin,7.1,Male,724.3,Diarrhea,Lameness,Coughing,Dehydration,9 days,Yes,No,Yes,No,No,No,No,No,No,38.7°C,81.0,Parasitic Infection
Cow,Angus,2.0,Male,485.8,Weakness,Dehydration,Loss Of Appetite,Bloody Feces,16 days,Yes,No,Yes,No,No,No,No,No,No,39.7°C,70.0,Bovine Coccidiosis
Cow,Sahiwal,5.96,Female,587.55,Diarrhea,Dehydration,Eye Discharge,Nasal Discharge,4 days,Yes,No,Yes,No,No,No,Yes,No,No,38.5°C,70.16,Parasitic Infection
Dog,Akita,0.47,Female,22.13,Fever,Nasal Discharge,Lethargy,Coughing,4 days,Yes,Yes,Yes,No,No,No,No,No,No,40.0°C,132.08,Parvovirus
Dog,Rottweiler,8.3,Female,21.49,Labored Breathing,Coughing,Weakness,Anorexia,3 days,Yes,No,No,No,No,Yes,No,No,No,38.5°C,58.64,Lyme Disease
Dog,Doberman Pinscher,0.31,Male,5.17,Vomiting,Fever,Labored Breathing,Dehydration,14 days,No,Yes,Yes,No,No,No,No,No,No,39.2°C,145.89,Parvovirus
Cow,Red Angus,4.29,Male,536.54,Lameness,Weakness,Nasal Discharge,Skin Lesions,4 days,Yes,No,Yes,Yes,No,Yes,No,No,No,39.1°C,72.8,Mastitis
Dog,Husky,5.0,Female,13.65,Vomiting,Fever,Jaundice,Diarrhea,19 days,Yes,Yes,No,No,No,No,,,,42.37,136.51,Canine Leptospirosis
Dog,Siberian Husky,0.72,Male,31.47,Labored Breathing,<missing>,Lethargy,Fever,6 days,Yes,Yes,Yes,No,No,No,No,No,No,39.4°C,136.93,Parvovirus
Cow,Dexter,12.4,Female,560.35,Nasal Discharge,<missing>,Fever,Weakness,7 weeks,No,No,No,Yes,No,No,No,Yes,No,40.1°C,66.52,Respiratory Disease
Cow,Holstein,3.1,Male,593.7,Nasal Discharge,Labored Breathing,Swollen Udder,Fever,20 hours,Yes,No,No,No,No,Yes,No,No,No,40.1°C,74.0,Mastitis
Cow,Sahiwal,3.02,Female,579.4,Appetite Loss,Diarrhea,Lethargy,Decreased Milk Yield,8 days,Yes,No,Yes,No,No,No,No,No,No,39.7°C,76.3,Salmonellosis
Cow,Dexter,6.1,Female,637.8,Lameness,Fever,Eye Discharge,Swollen Udder,11 days,Yes,No,No,No,No,No,No,No,No,40.0°C,66.0,Mastitis
Cow,Charolais,8.2,Female,681.0,Nasal Discharge,Weakness,Lameness,Dehydration,8 hours,Yes,No,No,No,No,Yes,Yes,No,No,39.3°C,48.0,Foot and Mouth Disease
Dog,Pug,1.28,Female,18.97,Dehydration,Diarrhea,Diarrhea,<missing>,5 days,Yes,Yes,Yes,No,No,No,No,No,No,38.8°C,120.2,Gastroenteritis
Cow,Simmental,1.01,Male,196.11,Nasal Discharge,Lethargy,Coughing,Fever,17 days,No,Yes,No,Yes,Yes,No,,,,37.58,102.28,Bovine Respiratory Disease
Cow,Dexter,5.4,Male,620.5,Lameness,Coughing,Fever,Skin Lesions,9 hours,Yes,No,No,No,No,No,No,No,No,38.7°C,69.0,Mastitis
Cow,Ayrshire,10.9,Male,533.2,Eye Discharge,Coughing,Fever,Anorexia,14 hours,Yes,No,No,Yes,Yes,No,No,Yes,No,40.5°C,68.0,Respiratory Disease
Dog,German Shepherd,7.2,Female,33.0,Fever,Vomiting,Abdominal Pain,Jaundice,21 days,Yes,Yes,Yes,Yes,No,No,,,,40.2,94.0,Canine Hepatitis
Dog,Bulldog,8.7,Male,9.1,Weakness,Dehydration,Eye_Discharge,Coughing,12 days,Yes,No,No,Yes,Yes,No,No,No,Yes,39.1°C,99.0,Kennel Cough
Dog,Husky,6.3,Female,27.24,Fever,Lethargy,Ocular Discharge,Persistent Cough,5 days,Yes,No,No,Yes,No,No,No,No,Yes,39.2°C,112.18,Canine Influenza
Dog,Akita,9.44,Female,26.19,Diarrhea,Vomiting,Dehydration,Appetite Loss,14 days,Yes,Yes,Yes,No,No,No,No,No,No,39.2°C,102.71,Gastroenteritis
Cow,Jersey,5.17,Male,683.17,Weakness,Eye Discharge,Lameness,Diarrhea,6 days,Yes,No,No,No,No,No,Yes,No,No,40.4°C,85.71,Foot and Mouth Disease
Cow,Jersey,5.03,Female,482.36,Coughing,Lethargy,Nasal Discharge,Fever,5 days,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,39.5°C,82.95,Bovine Viral Diarrhea
Cow,Shorthorn,7.48,Female,518.44,Dehydration,<missing>,Vomiting,Anorexia,14 days,Yes,No,No,No,No,No,No,No,No,39.3°C,55.47,Mastitis
Dog,Dalmatian,4.5,Female,21.1,Dehydration,Nasal Discharge,Weakness,Fever,12 days,No,Yes,No,Yes,Yes,No,No,No,Yes,39.4°C,70.0,Canine Distemper
Dog,Dalmatian,5.07,Female,18.33,Loss Of Appetite,Coughing,Fever,Lethargy,5 days,Yes,No,No,Yes,Yes,Yes,No,Yes,No,39.3°C,117.4,Kennel Cough
Cow,Angus,3.0,Female,379.1,Coughing,Fever,Nasal Discharge,Lethargy,3 days,Yes,Yes,Yes,No,No,No,,,,40.7,91.0,Bovine Respiratory Disease
Cow,Hereford,1.47,Female,498.15,Diarrhea,Lameness,Fever,Eye Discharge,5 days,No,No,Yes,No,No,No,No,No,No,38.9°C,72.39,Parasitic Infection
Cow,Simmental,4.8,Male,589.4,Lameness,Anorexia,Anemia,Diarrhea,4 weeks,No,No,No,No,No,No,No,No,No,38.8°C,65.0,Parasitic Infection
Dog,German Shepherd,7.78,Female,25.72,Coughing,Diarrhea,Nasal Discharge,Appetite Loss,12 days,Yes,No,Yes,No,No,No,No,No,No,38.8°C,84.37,Gastroenteritis
Dog,Rottweiler,1.74,Male,4.84,Eye Discharge,Coughing,Lethargy,<missing>,6 weeks,No,Yes,Yes,No,No,No,No,No,No,38.4°C,63.39,Gastroenteritis
Dog,Labrador Retriever,3.88,Male,16.41,Diarrhea,Fever,Weakness,Dehydration,19 days,No,Yes,Yes,Yes,Yes,No,,,,35.61,105.96,Salmonellosis
Dog,Golden Retriever,5.38,Female,33.84,Dehydration,Fever,Weakness,Nasal Discharge,11 days,Yes,No,No,No,No,Yes,Yes,No,No,38.5°C,92.63,Lyme Disease
Dog,Beagle,13.4,Female,7.5,Joint Pain,Reluctance To Play,Lethargy,Change In Gait,10 days,No,No,No,No,No,Yes,No,No,No,39.2°C,92.0,Arthritis
Dog,Pug,0.72,Female,16.9,Dehydration,<missing>,Fever,Lethargy,2 days,Yes,Yes,Yes,No,No,No,No,Yes,No,40.2°C,162.74,Parvovirus
Cow,Angus,0.5,Male,390.0,Lameness,Dehydration,Fever,Fever,22 hours,Yes,Yes,No,No,No,Yes,Yes,No,No,39.7°C,111.0,Foot and Mouth Disease
Cow,Belted Galloway,2.28,Male,586.62,Coughing,Labored Breathing,Dehydration,Anorexia,8 days,No,No,No,Yes,Yes,No,No,No,No,39.6°C,58.97,Respiratory Disease
Cow,Red Angus,4.43,Female,564.89,Eye Discharge,Reduced Appetite,Nasal Discharge,Vomiting,8 hours,Yes,No,No,No,No,No,No,No,No,39.6°C,70.14,Mastitis
Cow,Jersey,3.9,Male,739.0,Eye Discharge,Lameness,Vomiting,Dehydration,6 days,Yes,No,No,No,No,Yes,Yes,No,No,40.8°C,55.0,Foot and Mouth Disease
Cow,Charolais,5.4,Female,547.8,Eye Discharge,Dehydration,Diarrhea,Vomiting,11 days,Yes,No,Yes,Yes,Yes,No,No,Yes,No,39.4°C,69.0,Bovine Viral Diarrhea
Dog,Yorkshire Terrier,1.76,Male,13.46,<missing>,Nasal Discharge,Dehydration,Coughing,1 days,Yes,No,No,No,No,Yes,No,No,No,38.0°C,58.65,Lyme Disease
Dog,German Shepherd,0.2,Male,26.4,Fever,Anorexia,Weakness,Fever,12 days,Yes,Yes,Yes,No,No,No,No,No,No,39.8°C,129.0,Parvovirus
Cow,Hereford,4.26,Male,592.37,Appetite Loss,<missing>,Diarrhea,Dehydration,5 days,Yes,No,No,Yes,No,No,Yes,No,No,39.3°C,85.04,Bovine Coccidiosis
Cow,Hereford,7.3,Female,655.4,Labored Breathing,Skin Lesions,Coughing,Lameness,9 days,Yes,No,No,No,No,Yes,Yes,No,No,40.1°C,71.0,Foot and Mouth Disease
Dog,Boxer,6.42,Female,14.64,Diarrhea,Nasal_Discharge,Skin Lesions,Labored Breathing,3 days,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,38.6°C,111.34,Canine Distemper
Dog,Yorkshire Terrier,0.2,Female,4.1,Lameness,Lethargy,Diarrhea,Vomiting,11 days,No,Yes,Yes,No,No,No,No,No,No,38.8°C,127.0,Gastroenteritis
Cow,Shorthorn,4.58,Female,509.67,Anorexia,Fever,Labored Breathing,<missing>,13 days,Yes,No,No,No,No,No,No,No,No,39.8°C,75.42,Mastitis
Cow,Brahman,9.9,Female,593.2,Skin Lesions,Anorexia,Vomiting,Labored Breathing,13 days,No,No,No,Yes,No,No,No,Yes,No,40.2°C,51.0,Respiratory Disease
Dog,Corgi,13.1,Female,15.2,Stiffness,Reluctance To Play,Limping,Difficulty Rising,7 days,Yes,No,No,No,No,Yes,No,No,No,39.0°C,114.0,Arthritis
Dog,Rottweiler,5.4,Male,52.5,Coughing,Eye_Discharge,Diarrhea,Fever,13 days,Yes,No,No,Yes,Yes,No,No,Yes,Yes,39.9°C,126.0,Canine Distemper
Dog,Bulldog,1.0,Male,7.2,Vomiting,Eye Discharge,Fever,Anorexia,8 days,Yes,Yes,Yes,No,No,No,No,No,No,39.5°C,81.0,Parvovirus
Cow,Jersey,3.0,Male,593.2,Anorexia,Dehydration,Vomiting,Eye Discharge,8 days,Yes,No,Yes,No,No,No,No,Yes,No,40.2°C,57.0,Bovine Viral Diarrhea
Dog,Golden Retriever,0.8,Female,43.9,Fever,Weakness,Vomiting,Lameness,9 days,Yes,Yes,Yes,No,No,No,No,No,No,39.3°C,143.0,Parvovirus
Cow,Dexter,4.3,Male,461.1,Diarrhea,Weakness,Lameness,Skin Lesions,13 days,No,No,No,No,No,No,No,No,No,40.2°C,72.0,Mastitis
Cow,Jersey,7.2,Male,421.7,Dehydration,Weakness,Labored Breathing,Vomiting,5 days,Yes,No,No,No,No,No,Yes,No,No,40.5°C,53.0,Mastitis
Dog,Doberman Pinscher,4.1,Male,7.5,Skin Lesions,Nasal_Discharge,Coughing,Vomiting,6 days,No,No,No,No,No,No,No,Yes,Yes,39.2°C,115.0,Canine Distemper
Dog,Boxer,2.89,Male,27.35,Loss Of Appetite,Vomiting,Fever,Lethargy,4 days,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,39.2°C,122.39,Canine Leptospirosis
Cow,Hereford,3.14,Female,526.24,Diarrhea,Loss Of Appetite,Dehydration,Lethargy,5 days,Yes,Yes,No,No,No,Yes,No,No,Yes,39.3°C,83.29,Coccidiosis
Dog,Beagle,7.0,Male,14.5,Skin Lesions,Nasal_Discharge,Diarrhea,Labored Breathing,3 days,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,38.6°C,119.0,Canine Distemper
Cow,Red Angus,0.54,Male,526.91,Labored Breathing,Coughing,Vomiting,Anorexia,10 days,No,No,Yes,No,No,No,No,No,No,38.3°C,139.59,Parasitic Infection
Dog,Pit Bull,3.7,Female,20.1,Reduced Appetite,Nasal Discharge,Lethargy,Ocular Discharge,21 days,Yes,No,No,No,No,No,No,Yes,Yes,40.6°C,88.0,Canine Influenza
Dog,Pit Bull,5.76,Male,14.36,Skin Lesions,Lethargy,Lameness,Lameness,8 days,Yes,No,No,No,No,Yes,No,No,No,38.5°C,84.56,Lyme Disease
Dog,Bulldog,5.0,Female,22.0,Coughing,Lethargy,Loss Of Appetite,Fever,5 days,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,39.3°C,120.0,Canine Cough
Dog,Boxer,0.9,Male,29.3,Diarrhea,Lethargy,Dehydration,Anorexia,12 days,Yes,Yes,Yes,No,No,No,No,No,No,40.5°C,138.0,Parvovirus
Dog,Pug,1.64,Male,17.57,Diarrhea,Dehydration,Anorexia,Eye Discharge,10 days,Yes,Yes,Yes,No,No,No,No,No,No,38.7°C,123.71,Gastroenteritis
Cow,Brown Swiss,3.73,Female,389.33,Fever,<missing>,Skin Lesions,Vomiting,1 days,Yes,No,No,No,No,No,No,No,No,39.4°C,66.41,Parasitic Infection
Dog,German Shepherd,7.9,Male,22.2,Dehydration,Anorexia,Lameness,Weakness,6 days,Yes,No,No,No,No,Yes,No,No,No,39.2°C,76.0,Lyme Disease
Cow,Sahiwal,0.28,Female,547.65,Fever,Nasal Discharge,Anorexia,Diarrhea,12 hours,Yes,Yes,Yes,Yes,No,No,No,No,No,40.1°C,103.19,Bovine Viral Diarrhea
Dog,Poodle,3.4,Male,13.2,Fever,Vomiting,Eye Discharge,Eye_Discharge,13 days,Yes,Yes,No,Yes,No,No,No,No,No,40.3°C,120.0,Canine Distemper
Cow,Angus,5.0,Female,650.0,Coughing,Loss Of Appetite,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,39.3°C,75.0,Bovine Tuberculosis
Dog,Pit Bull,6.0,Male,14.9,Skin Lesions,Lethargy,Lameness,Lameness,8 days,Yes,No,No,No,No,Yes,No,No,No,38.5°C,86.0,Lyme Disease
Dog,Golden Retriever,3.94,Female,21.16,Lethargy,Loss Of Appetite,Vomiting,Fever,4 days,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,39.2°C,127.71,Canine Distemper
Dog,Labrador Retriever,9.26,Male,33.1,<missing>,Dehydration,Fever,Lameness,3 days,No,No,No,No,No,Yes,No,No,No,38.6°C,111.95,Lyme Disease
Dog,Labrador,8.5,Female,4.09,Anorexia,Skin Lesions,Lameness,Nasal Discharge,3 days,Yes,No,No,No,No,Yes,No,No,No,38.3°C,125.2,Lyme Disease
Cow,Holstein,1.0,Female,414.0,Coughing,Fever,Weakness,Lameness,7 days,Yes,No,No,No,No,No,No,No,No,38.7°C,50.0,Bovine Viral Diarrhea
Cow,Brown Swiss,8.5,Male,756.2,Fever,Diarrhea,Dehydration,Eye Discharge,5 weeks,Yes,No,Yes,Yes,Yes,No,No,No,No,39.9°C,68.0,Bovine Viral Diarrhea
Dog,German Shepherd,2.1,Female,41.0,Skin Lesions,Vomiting,Weakness,Vomiting,14 days,No,No,Yes,No,No,No,No,No,No,38.5°C,68.0,Gastroenteritis
Dog,Dalmatian,8.0,Female,20.0,Vomiting,Diarrhea,Weight Loss,Dehydration,4 days,Yes,No,Yes,No,Yes,No,No,Yes,No,39.0°C,120.0,Pancreatitis
Dog,Golden Retriever,2.6,Female,30.6,Anorexia,Nasal_Discharge,Coughing,Fever,9 days,Yes,Yes,Yes,No,No,No,No,Yes,Yes,39.7°C,77.0,Canine Distemper
Dog,Bulldog,7.1,Male,5.3,Vomiting,Fever,Coughing,Nasal Discharge,6 weeks,Yes,No,Yes,Yes,Yes,No,No,Yes,No,39.6°C,125.0,Canine Distemper
Dog,Rottweiler,6.5,Female,43.8,Dehydration,Vomiting,Diarrhea,Lameness,9 days,No,Yes,No,Yes,No,No,No,Yes,No,39.8°C,64.0,Canine Distemper
Dog,Rottweiler,11.4,Male,19.2,Reluctance To Play,Limping,Change In Gait,Joint Pain,19 days,No,No,No,No,No,Yes,No,No,No,38.7°C,98.0,Arthritis
Cow,Brahman,0.1,Male,447.8,Anorexia,Fever,Labored Breathing,Weakness,11 days,Yes,No,No,No,No,Yes,Yes,No,No,39.3°C,103.0,Foot and Mouth Disease
Dog,Bulldog,5.0,Male,23.0,Labored Breathing,Coughing,Nasal Discharge,Appetite Loss,6 days,Yes,No,No,Yes,Yes,No,No,Yes,No,40.0°C,115.0,Canine Distemper
Cow,Dexter,10.59,Male,334.72,Diarrhea,Eye Discharge,Vomiting,Dehydration,10 days,No,No,No,No,No,No,No,No,No,39.7°C,47.11,Parasitic Infection
Dog,Chihuahua,0.82,Male,14.05,Lethargy,Labored Breathing,Eye Discharge,Lameness,14 days,Yes,Yes,Yes,No,No,No,No,No,No,39.9°C,154.2,Parvovirus
Dog,Akita,0.3,Male,13.31,Vomiting,Dehydration,Fever,Coughing,1 days,Yes,Yes,Yes,No,No,No,No,No,No,39.7°C,134.63,Parvovirus
Dog,Border Collie,0.6,Female,16.4,Vomiting,Skin Lesions,Vomiting,Fever,4 weeks,Yes,Yes,Yes,No,No,No,No,No,No,39.5°C,137.0,Parvovirus
Cow,Charolais,10.7,Male,533.6,Rumen Issues,Coughing,Dehydration,Labored Breathing,13 days,Yes,No,No,No,No,Yes,Yes,No,No,40.1°C,78.0,Foot and Mouth Disease
Dog,Yorkshire Terrier,10.4,Male,4.3,Vomiting,Labored Breathing,Lameness,Lethargy,12 days,Yes,No,No,No,No,Yes,No,No,No,38.5°C,96.0,Lyme Disease
Cow,Limousin,3.29,Male,569.14,Coughing,Lameness,Vomiting,Labored Breathing,13 days,Yes,No,No,No,No,No,Yes,No,Yes,39.9°C,63.87,Foot and Mouth Disease
Dog,Boxer,6.5,Male,18.74,Anorexia,Dehydration,Fever,Loss Of Appetite,8 days,No,No,No,No,No,Yes,No,No,No,38.2°C,114.78,Lyme Disease
Dog,Corgi,2.91,Male,36.37,Skin Lesions,Coughing,<missing>,Nasal_Discharge,7 days,No,No,Yes,Yes,Yes,No,No,Yes,No,38.3°C,67.58,Kennel Cough
Cow,Ayrshire,5.36,Male,392.82,Weakness,Vomiting,Diarrhea,Anorexia,9 days,No,No,Yes,Yes,No,No,No,No,No,40.5°C,66.61,Bovine Viral Diarrhea
Dog,Rottweiler,1.6,Male,17.0,Ocular Discharge,Nasal Discharge,Sneezing,Persistent Cough,9 days,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,39.6°C,100.0,Canine Influenza
Cow,Holstein,6.1,Male,576.5,Vomiting,Nasal Discharge,Labored Breathing,Lameness,14 hours,Yes,No,Yes,No,No,Yes,Yes,No,No,39.5°C,52.0,Foot and Mouth Disease
Dog,Boxer,8.0,Female,27.0,Vomiting,Lethargy,Diarrhea,Loss Of Appetite,4 days,Yes,Yes,No,No,Yes,No,No,Yes,No,39.2°C,131.0,Gastroenteritis
Dog,Beagle,8.7,Male,5.2,Labored Breathing,Lameness,Diarrhea,Anorexia,1 days,No,No,No,Yes,No,No,No,Yes,No,38.5°C,104.0,Kennel Cough
Cow,Sahiwal,7.99,Female,513.24,<missing>,Reduced Appetite,Nasal Discharge,Skin Lesions,3 days,Yes,No,No,No,No,No,No,No,No,39.5°C,86.74,Mastitis
Cow,Guernsey,1.67,Female,620.71,Weakness,<missing>,Abdominal Pain,Diarrhea,4 weeks,Yes,No,Yes,No,No,No,No,No,No,39.2°C,55.83,Bovine Coccidiosis
Dog,German Shepherd,4.2,Male,34.4,Anorexia,Skin Lesions,Fever,Weakness,7 days,Yes,No,No,Yes,Yes,No,No,Yes,Yes,38.8°C,85.0,Canine Distemper
Cow,Dexter,11.7,Male,587.9,Dehydration,Anorexia,Labored Breathing,Weakness,13 days,No,No,No,Yes,Yes,No,Yes,Yes,Yes,39.8°C,55.0,Respiratory Disease
Dog,Husky,1.4,Female,21.9,Ocular Discharge,Lethargy,Persistent Cough,Sneezing,5 weeks,No,No,No,Yes,No,No,No,No,Yes,39.3°C,93.0,Canine Influenza
Dog,Poodle,0.97,Male,0.97,Fever,Dehydration,Vomiting,Fever,13 days,Yes,Yes,Yes,No,No,No,No,No,No,39.5°C,145.27,Parvovirus
Cow,Shorthorn,6.65,Female,437.48,Nasal Discharge,<missing>,Diarrhea,Fever,11 days,Yes,No,No,No,No,No,No,No,No,39.2°C,72.93,Mastitis
Cow,Red Angus,10.3,Female,499.6,Coughing,Dehydration,Skin Lesions,Diarrhea,5 days,Yes,No,No,No,No,No,No,Yes,No,39.5°C,73.0,Mastitis
Dog,Labrador Retriever,2.3,Female,19.8,Fever,Eye Discharge,Vomiting,Coughing,19 hours,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,38.8°C,115.0,Canine Distemper
Dog,Labrador,8.99,Male,10.76,Lethargy,Limping,Stiffness,Change In Gait,13 days,No,No,No,No,No,Yes,No,No,No,39.2°C,81.74,Arthritis
Dog,Cocker Spaniel,7.58,Male,37.3,Fever,Fever,Loss Of Appetite,Skin Lesions,11 days,Yes,No,No,No,No,No,No,No,No,39.3°C,79.83,Lyme Disease
Cow,Jersey,3.0,Male,620.0,Diarrhea,Lethargy,Appetite Loss,Decreased Milk Yield,8 days,Yes,No,Yes,No,No,No,No,No,No,39.7°C,79.0,Salmonellosis
Dog,Beagle,6.4,Female,10.6,Vomiting,Nasal_Discharge,Diarrhea,Skin Lesions,23 hours,Yes,No,No,Yes,Yes,No,No,Yes,No,38.8°C,121.0,Canine Distemper
Dog,Labrador Retriever,11.0,Male,35.0,Lethargy,Loss Of Appetite,Fever,Vomiting,7 days,Yes,No,No,Yes,No,Yes,No,Yes,No,39.3°C,118.0,Canine Distemper
Dog,Border Collie,0.11,Male,39.51,Fever,Fever,Eye Discharge,Coughing,5 weeks,Yes,No,Yes,No,No,No,No,No,No,39.4°C,117.93,Parvovirus
Cow,Guernsey,2.6,Male,711.5,Anorexia,Fever,Labored Breathing,Weight Loss,13 days,Yes,No,No,No,No,No,No,No,No,38.6°C,80.0,Parasitic Infection
Dog,Rottweiler,10.12,Male,4.39,Labored Breathing,Lameness,Vomiting,Lethargy,12 days,Yes,No,No,No,No,Yes,No,No,No,38.5°C,88.18,Lyme Disease
Cow,Holstein,4.6,Male,586.9,Fever,Respiratory Signs,Diarrhea,Skin Lesions,12 days,No,No,Yes,Yes,No,No,Yes,Yes,No,39.8°C,54.0,Bovine Viral Diarrhea
Cow,Brahman,7.6,Female,595.14,Vomiting,<missing>,Labored Breathing,Nasal Discharge,12 days,No,No,No,Yes,Yes,No,No,Yes,No,39.7°C,85.28,Respiratory Disease
Cow,Limousin,5.49,Female,490.26,<missing>,Dehydration,Fever,Diarrhea,5 weeks,Yes,No,No,No,No,No,No,No,No,38.5°C,52.02,Parasitic Infection
Cow,Hereford,4.0,Female,475.4,Diarrhea,Lameness,Weakness,Vomiting,10 days,Yes,No,No,No,No,No,No,No,No,38.8°C,69.0,Parasitic Infection
Cow,Aberdeen Angus,8.65,Male,515.47,Vomiting,Lameness,Diarrhea,Labored Breathing,2 days,Yes,Yes,No,No,No,No,No,No,No,39.1°C,71.75,Parasitic Infection
Dog,Siberian Husky,8.97,Male,3.84,Dehydration,Skin Lesions,Weakness,Fever,14 days,Yes,Yes,No,No,No,No,No,No,No,38.6°C,83.16,Gastroenteritis
Cow,Brahman,1.7,Male,628.9,Coughing,Fever,Diarrhea,Diarrhea,10 days,Yes,No,Yes,Yes,Yes,No,No,Yes,No,38.8°C,78.0,Bovine Viral Diarrhea
Dog,German Shepherd,6.5,Female,26.1,Eye Discharge,Coughing,Fever,Nasal Discharge,6 days,No,No,No,Yes,No,No,No,No,No,38.3°C,89.0,Kennel Cough
Dog,Pug,4.1,Female,29.9,Fever,Diarrhea,Dehydration,Weakness,3 days,Yes,Yes,No,No,Yes,No,,,,39.3,85.0,Salmonellosis
Dog,German Shepherd,1.4,Male,21.63,Vomiting,Nasal Discharge,Lethargy,Fever,9 days,Yes,Yes,Yes,No,No,No,No,No,No,38.4°C,119.66,Gastroenteritis
Dog,Golden Retriever,2.4,Female,29.1,Weakness,Vomiting,Fever,Labored Breathing,3 weeks,No,Yes,No,Yes,No,No,No,Yes,Yes,38.1°C,91.0,Kennel Cough
Cow,Charolais,11.98,Female,503.95,Dehydration,Weakness,Diarrhea,Eye Discharge,3 days,Yes,No,No,No,No,Yes,Yes,No,Yes,40.0°C,51.93,Foot and Mouth Disease
Dog,Dalmatian,10.3,Male,32.6,Diarrhea,Coughing,Vomiting,Nasal Discharge,5 days,Yes,Yes,Yes,No,No,No,No,No,No,39.0°C,69.0,Gastroenteritis
Dog,German Shepherd,11.57,Female,20.36,Reluctance To Play,Limping,Change In Gait,Joint Pain,19 days,No,No,No,No,No,Yes,No,No,No,38.7°C,97.46,Arthritis
Dog,Golden Retriever,4.6,Male,12.4,Fever,Vomiting,Abdominal Pain,Jaundice,7 days,Yes,Yes,No,No,No,No,,,,40.3,120.0,Canine Hepatitis
Cow,Charolais,2.1,Female,595.7,Vomiting,Labored Breathing,Coughing,Diarrhea,2 weeks,No,No,No,Yes,Yes,No,No,No,No,39.9°C,74.0,Respiratory Disease
