Age,Weight,Breed,Gender,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease
11.0,3.6,Persian,Male,blood in urine,dry gums,eye discharge,painful urination,3,no,no,no,no,no,no,no,no,yes,38.1,166,dehydration
1.0,3.0,Indian Domestic,Male,loss of appetite,vomiting,none,none,2,yes,yes,no,no,no,no,no,no,no,38.1,204,gastritis
4.0,4.2,Maine Coon,Male,lethargy,pale gums,weakness,none,3,no,no,no,no,no,no,no,no,no,38.5,188,anemia
4.0,4.7,Indian Domestic,Female,dry gums,pale gums,sunken eyes,weakness,7,no,no,no,no,no,no,no,no,yes,38.3,172,anemia
3.0,6.6,Bengal,Female,hair loss,itching,loss of appetite,painful urination,5,yes,yes,no,no,no,no,yes,no,no,38.4,198,gastritis
10.0,6.2,Siamese,Male,fever,increased thirst,lethargy,none,5,no,no,no,no,no,no,no,no,no,39.5,202,chronic kidney disease
13.0,6.0,Maine Coon,Female,lethargy,none,none,none,3,no,no,no,no,no,no,no,no,no,38.5,161,dehydration
10.0,5.6,Maine Coon,Female,diarrhea,dry gums,none,none,3,no,no,yes,no,no,no,no,no,no,38.4,173,dehydration
5.0,2.8,Bengal,Female,blood in urine,frequent urination,lethargy,pale gums,3,no,no,no,no,no,no,no,no,no,38.8,186,anemia
14.0,3.6,Persian,Female,hair loss,itching,lethargy,pale gums,3,no,no,no,no,no,no,yes,no,no,38.6,192,anemia
13.0,5.3,Siamese,Male,blood in urine,frequent urination,increased thirst,lethargy,7,no,no,no,no,no,no,no,no,no,38.5,171,chronic kidney disease
6.0,4.5,Maine Coon,Female,lethargy,pale gums,weakness,weight loss,1,no,no,no,no,no,no,no,no,no,38.2,186,anemia
7.0,3.8,Indian Domestic,Male,blood in urine,frequent urination,painful urination,none,5,no,no,no,no,no,no,no,no,no,38.6,194,urinary tract infection
9.0,3.1,Bengal,Male,lethargy,pale gums,weakness,none,7,no,no,no,no,no,no,no,no,no,38.4,170,anemia
12.0,4.1,Siamese,Female,fever,nasal discharge,sneezing,none,7,no,no,no,yes,no,no,no,yes,no,39.5,203,upper respiratory infection
14.0,4.3,Maine Coon,Female,dry gums,hair loss,lethargy,sunken eyes,1,no,no,no,no,no,no,yes,no,yes,38.0,167,anemia
13.0,6.3,Maine Coon,Female,blood in urine,frequent urination,lethargy,weakness,4,no,no,no,no,no,no,no,no,no,38.4,160,anemia
6.0,6.9,Persian,Male,blood in urine,dry gums,lethargy,painful urination,5,no,no,no,no,no,no,no,no,no,38.4,174,anemia
12.0,5.8,Maine Coon,Female,blood in urine,lethargy,painful urination,none,2,no,no,no,no,no,no,no,no,no,37.8,198,anemia
15.0,2.8,Indian Domestic,Male,lethargy,pale gums,weakness,none,3,no,no,no,no,no,no,no,no,no,38.5,195,anemia
6.0,4.1,Maine Coon,Male,blood in urine,frequent urination,painful urination,none,2,no,no,no,no,no,no,no,no,no,38.4,163,urinary tract infection
2.0,4.6,Persian,Male,fever,nasal discharge,red eyes,sneezing,4,no,no,no,yes,no,no,no,yes,yes,39.5,235,feline conjunctivitis
6.0,4.7,Siamese,Male,fever,increased thirst,lethargy,loss of appetite,1,yes,yes,no,yes,no,no,no,yes,no,39.5,197,chronic kidney disease
10.0,3.9,Siamese,Female,diarrhea,eye discharge,fever,lethargy,2,no,yes,yes,no,no,no,no,no,yes,39.5,210,feline conjunctivitis
9.0,6.0,Bengal,Male,bloated abdomen,weight loss,none,none,2,no,no,no,no,no,no,no,no,no,38.4,164,worm infestation
6.0,5.1,Maine Coon,Female,blood in urine,frequent urination,hair loss,painful urination,3,no,yes,no,no,no,no,yes,no,no,38.6,166,gastritis
2.0,6.3,Maine Coon,Female,eye discharge,lethargy,loss of appetite,red eyes,10,yes,no,no,no,no,no,no,no,yes,38.5,194,feline conjunctivitis
15.0,2.7,Bengal,Male,bloated abdomen,diarrhea,frequent urination,loss of appetite,3,yes,no,yes,no,no,no,no,no,no,38.1,165,gastritis
1.0,3.5,Indian Domestic,Female,dry gums,lethargy,vomiting,none,3,no,yes,no,no,no,no,no,no,no,38.7,181,dehydration
13.0,5.8,Siamese,Male,diarrhea,eye discharge,red eyes,sneezing,7,no,yes,yes,yes,no,no,no,no,yes,38.4,193,feline conjunctivitis
15.0,3.8,Maine Coon,Female,diarrhea,fever,lethargy,nasal discharge,2,no,no,yes,yes,no,no,no,yes,no,39.5,211,anemia
6.0,4.7,Maine Coon,Male,fever,hair loss,itching,loss of appetite,10,yes,no,no,no,no,no,yes,yes,no,39.5,207,gastritis
15.0,3.4,Siamese,Male,increased thirst,lethargy,weight loss,none,2,no,no,no,no,no,no,no,no,no,38.5,177,chronic kidney disease
15.0,5.7,Persian,Male,lethargy,sunken eyes,none,none,7,no,no,no,no,no,no,no,no,yes,38.4,169,dehydration
13.0,2.5,Indian Domestic,Female,blood in urine,fever,frequent urination,lethargy,3,no,yes,no,no,no,no,no,no,no,39.5,213,anemia
11.0,4.2,Indian Domestic,Female,bloated abdomen,diarrhea,hair loss,none,1,no,no,yes,no,no,no,yes,no,no,38.3,189,skin allergy
6.0,2.5,Indian Domestic,Male,diarrhea,lethargy,pale gums,weakness,2,no,no,yes,no,no,no,no,no,no,38.3,182,anemia
11.0,6.5,Bengal,Female,eye discharge,red eyes,squinting,none,2,no,no,no,no,no,no,no,no,yes,37.8,169,feline conjunctivitis
14.0,5.2,Siamese,Male,hair loss,itching,lethargy,painful urination,1,no,no,no,no,no,no,yes,no,no,38.6,170,chronic kidney disease
11.0,4.9,Persian,Male,eye discharge,red eyes,sunken eyes,none,4,no,no,no,no,no,no,no,no,yes,38.7,175,dehydration
13.0,3.1,Persian,Female,dry gums,increased thirst,pale gums,weakness,4,no,no,no,no,no,no,no,no,no,38.5,179,anemia
14.0,3.3,Maine Coon,Male,bloated abdomen,diarrhea,weight loss,none,3,no,no,yes,no,no,no,no,no,no,38.4,178,worm infestation
4.0,5.0,Persian,Male,diarrhea,eye discharge,fever,increased thirst,4,no,no,yes,no,no,no,no,no,yes,39.5,223,chronic kidney disease
9.0,5.7,Persian,Female,eye discharge,red eyes,squinting,none,1,no,no,no,no,no,no,no,no,yes,38.0,179,feline conjunctivitis
4.0,6.0,Maine Coon,Female,diarrhea,frequent urination,lethargy,painful urination,3,no,yes,yes,no,no,no,no,no,no,38.7,199,anemia
11.0,7.0,Indian Domestic,Female,fever,itching,lethargy,red skin,7,no,no,no,no,no,no,yes,no,yes,39.5,204,dehydration
5.0,4.6,Indian Domestic,Male,eye discharge,squinting,none,none,4,no,no,no,no,no,no,no,no,yes,38.3,178,feline conjunctivitis
3.0,6.7,Indian Domestic,Male,diarrhea,dry gums,fever,lethargy,3,no,no,yes,no,no,no,no,no,yes,39.5,222,dehydration
13.0,6.7,Siamese,Female,diarrhea,fever,increased thirst,itching,2,no,yes,yes,no,no,no,yes,no,no,39.5,210,chronic kidney disease
10.0,4.6,Bengal,Female,lethargy,weight loss,none,none,2,no,no,no,no,no,no,no,no,no,38.6,185,dehydration
6.0,3.4,Persian,Male,diarrhea,fever,increased thirst,lethargy,1,no,yes,yes,no,no,no,no,no,no,39.5,206,chronic kidney disease
2.0,4.4,Siamese,Female,lethargy,pale gums,weakness,none,1,no,no,no,no,no,no,no,no,no,38.7,201,anemia
4.0,3.7,Persian,Female,bloated abdomen,fever,sneezing,vomiting,3,no,yes,no,yes,no,no,no,no,no,39.5,204,gastritis
15.0,4.8,Maine Coon,Female,diarrhea,fever,lethargy,vomiting,3,no,yes,yes,no,no,no,no,no,no,39.5,205,feline panleukopenia
14.0,6.2,Bengal,Female,diarrhea,lethargy,red eyes,none,3,no,no,yes,no,no,no,no,no,yes,38.2,163,feline conjunctivitis
5.0,4.4,Indian Domestic,Male,increased thirst,lethargy,none,none,10,no,no,no,no,no,no,no,no,no,38.9,171,chronic kidney disease
3.0,2.8,Bengal,Female,squinting,none,none,none,3,no,no,no,no,no,no,no,no,no,38.5,192,feline conjunctivitis
9.0,3.4,Indian Domestic,Female,red skin,none,none,none,3,no,no,no,no,no,no,no,no,no,38.5,171,skin allergy
14.0,6.7,Bengal,Female,blood in urine,frequent urination,none,none,1,no,no,no,no,no,no,no,no,no,38.2,162,urinary tract infection
11.0,6.4,Maine Coon,Female,eye discharge,hair loss,increased thirst,itching,4,no,no,no,no,no,no,yes,no,yes,38.7,182,chronic kidney disease
2.0,2.8,Maine Coon,Female,fever,lethargy,loss of appetite,pale gums,3,yes,no,no,no,no,no,no,no,no,39.5,218,anemia
5.0,5.6,Bengal,Female,diarrhea,none,none,none,4,no,no,yes,no,no,no,no,no,no,38.1,177,feline panleukopenia
2.0,6.2,Siamese,Female,dry gums,increased thirst,lethargy,sunken eyes,2,no,no,no,no,no,no,no,no,yes,39.1,213,anemia
5.0,6.7,Persian,Female,blood in urine,eye discharge,painful urination,red eyes,3,no,no,no,yes,no,no,no,no,yes,37.9,167,feline conjunctivitis
13.0,5.9,Indian Domestic,Female,bloated abdomen,weight loss,none,none,1,no,no,no,no,no,no,no,no,no,38.6,188,worm infestation
8.0,6.7,Indian Domestic,Male,eye discharge,red eyes,squinting,none,2,no,no,no,no,no,no,no,no,yes,38.2,176,feline conjunctivitis
11.0,3.3,Indian Domestic,Female,dry gums,hair loss,itching,lethargy,3,no,no,no,no,no,no,yes,no,yes,39.0,174,dehydration
4.0,4.1,Persian,Female,bloated abdomen,diarrhea,painful urination,weight loss,1,no,no,yes,no,no,no,no,no,no,38.8,186,urinary tract infection
11.0,4.2,Maine Coon,Male,dry gums,lethargy,loss of appetite,painful urination,2,yes,yes,no,no,no,no,no,no,yes,38.1,178,dehydration
14.0,4.7,Siamese,Female,dry gums,lethargy,sunken eyes,none,2,no,no,no,no,no,no,no,no,yes,38.5,169,dehydration
11.0,3.2,Indian Domestic,Female,blood in urine,fever,itching,painful urination,2,no,no,no,no,no,no,yes,no,no,39.5,197,skin allergy
7.0,5.5,Siamese,Female,lethargy,pale gums,vomiting,weakness,1,no,yes,no,no,no,no,no,no,no,38.6,165,anemia
4.0,3.6,Indian Domestic,Female,blood in urine,frequent urination,none,none,3,no,no,no,no,no,no,no,no,no,38.9,182,urinary tract infection
6.0,3.4,Indian Domestic,Male,fever,increased thirst,lethargy,sneezing,2,no,no,no,yes,no,no,no,no,no,39.5,208,chronic kidney disease
2.0,3.4,Siamese,Female,fever,itching,loss of appetite,nasal discharge,3,yes,no,no,yes,no,no,yes,yes,no,39.5,222,gastritis
10.0,3.7,Maine Coon,Female,loss of appetite,sunken eyes,vomiting,none,3,yes,yes,no,no,no,no,no,no,yes,38.2,194,dehydration
8.0,3.5,Maine Coon,Male,painful urination,none,none,none,14,no,no,no,no,no,no,no,no,no,38.1,169,urinary tract infection
15.0,4.4,Maine Coon,Female,diarrhea,eye discharge,fever,nasal discharge,2,no,yes,yes,no,no,no,no,yes,yes,39.5,206,feline conjunctivitis
5.0,2.5,Maine Coon,Male,eye discharge,none,none,none,7,no,no,no,no,no,no,no,no,yes,39.0,174,feline conjunctivitis
4.0,4.8,Persian,Male,dry gums,increased thirst,lethargy,red skin,2,no,no,no,no,no,no,no,no,no,38.8,186,chronic kidney disease
10.0,5.1,Persian,Male,dry gums,lethargy,loss of appetite,sunken eyes,3,yes,yes,no,no,no,no,no,no,yes,38.4,173,dehydration
7.0,5.2,Indian Domestic,Male,lethargy,sunken eyes,none,none,5,no,no,no,no,no,no,no,no,yes,37.8,179,dehydration
9.0,5.0,Siamese,Female,diarrhea,fever,lethargy,vomiting,4,no,yes,yes,no,no,no,no,no,no,39.5,197,chronic kidney disease
6.0,6.3,Siamese,Male,dry gums,lethargy,loss of appetite,sunken eyes,3,yes,yes,no,no,no,no,no,no,yes,38.6,173,dehydration
7.0,4.3,Maine Coon,Female,lethargy,loss of appetite,pale gums,none,1,yes,no,no,no,no,no,no,no,no,38.4,176,anemia
6.0,5.6,Maine Coon,Female,blood in urine,dry gums,frequent urination,lethargy,4,no,no,no,no,no,no,no,no,no,37.6,176,dehydration
3.0,2.9,Maine Coon,Female,increased thirst,lethargy,pale gums,weakness,10,no,no,no,no,no,no,no,no,no,38.9,164,anemia
7.0,6.8,Bengal,Male,blood in urine,frequent urination,lethargy,pale gums,2,no,yes,no,no,no,no,no,no,no,38.6,173,anemia
15.0,5.0,Persian,Male,diarrhea,lethargy,red skin,vomiting,3,no,yes,yes,no,no,no,no,no,no,38.7,181,feline panleukopenia
15.0,3.4,Indian Domestic,Female,increased thirst,lethargy,nasal discharge,sneezing,5,no,no,no,yes,no,no,no,yes,no,38.2,165,chronic kidney disease
7.0,5.5,Indian Domestic,Female,hair loss,itching,red skin,none,1,no,no,no,no,no,no,yes,no,no,38.7,176,skin allergy
7.0,4.4,Bengal,Female,diarrhea,dry gums,fever,lethargy,2,no,no,yes,no,no,no,no,no,yes,39.5,222,dehydration
14.0,5.4,Persian,Female,bloated abdomen,increased thirst,itching,lethargy,5,no,no,no,no,no,no,yes,no,no,38.5,199,chronic kidney disease
5.0,6.3,Indian Domestic,Female,fever,lethargy,nasal discharge,sneezing,1,no,yes,no,yes,no,no,no,yes,no,39.5,196,feline panleukopenia
5.0,5.9,Persian,Male,dry gums,eye discharge,lethargy,red eyes,5,no,no,no,no,no,no,no,no,yes,38.2,191,dehydration
2.0,2.9,Siamese,Female,bloated abdomen,diarrhea,hair loss,increased thirst,1,no,no,yes,no,no,no,yes,no,no,38.3,194,chronic kidney disease
7.0,4.9,Siamese,Male,bloated abdomen,diarrhea,red eyes,weight loss,3,no,no,yes,no,no,no,no,no,yes,39.0,174,feline conjunctivitis
15.0,3.5,Bengal,Female,lethargy,vomiting,none,none,3,no,yes,no,no,no,no,no,no,no,38.6,183,gastritis
6.0,3.8,Persian,Female,red skin,sneezing,vomiting,none,3,no,yes,no,yes,no,no,no,no,no,38.1,163,gastritis
8.0,3.3,Bengal,Male,increased thirst,lethargy,loss of appetite,sunken eyes,1,yes,yes,no,no,no,no,no,no,yes,38.7,168,chronic kidney disease
6.0,6.5,Siamese,Male,blood in urine,painful urination,none,none,3,no,no,no,no,no,no,no,no,no,38.6,191,urinary tract infection
10.0,6.5,Indian Domestic,Female,lethargy,none,none,none,2,no,no,no,no,no,no,no,no,no,38.8,176,feline panleukopenia
7.0,3.8,Bengal,Female,fever,squinting,none,none,2,no,no,no,no,no,no,no,no,no,39.5,188,feline conjunctivitis
9.0,3.5,Bengal,Male,increased thirst,sneezing,weight loss,none,3,no,no,no,yes,no,no,no,no,no,38.7,188,chronic kidney disease
11.0,4.0,Bengal,Male,bloated abdomen,blood in urine,diarrhea,frequent urination,7,no,no,yes,no,no,no,no,no,no,38.3,176,urinary tract infection
1.0,4.2,Persian,Female,blood in urine,none,none,none,4,no,no,no,no,no,no,no,no,no,39.2,197,urinary tract infection
11.0,5.5,Persian,Male,eye discharge,sneezing,none,none,2,no,no,no,yes,no,no,no,no,yes,38.3,180,feline conjunctivitis
11.0,4.6,Siamese,Male,fever,nasal discharge,sneezing,sunken eyes,3,no,no,no,yes,no,no,no,yes,yes,39.5,226,dehydration
10.0,3.3,Maine Coon,Male,fever,nasal discharge,sneezing,weight loss,4,no,no,no,yes,no,no,no,yes,no,39.5,198,chronic kidney disease
15.0,4.1,Bengal,Female,diarrhea,weight loss,none,none,3,no,no,yes,no,no,no,no,no,no,38.5,181,worm infestation
5.0,3.4,Indian Domestic,Male,fever,nasal discharge,sneezing,squinting,1,no,no,no,yes,no,no,no,yes,no,39.5,209,feline conjunctivitis
9.0,3.6,Bengal,Male,blood in urine,frequent urination,hair loss,itching,2,no,no,no,no,no,no,yes,no,no,38.4,183,skin allergy
12.0,6.5,Bengal,Female,nasal discharge,sneezing,none,none,4,no,no,no,yes,no,no,no,yes,no,38.6,186,upper respiratory infection
7.0,2.9,Persian,Female,blood in urine,frequent urination,lethargy,loss of appetite,2,yes,yes,no,no,no,no,no,no,yes,38.6,160,dehydration
1.0,4.5,Indian Domestic,Female,dry gums,eye discharge,lethargy,red eyes,1,no,no,no,no,no,no,no,no,yes,39.1,196,dehydration
4.0,6.1,Maine Coon,Female,blood in urine,dry gums,lethargy,none,4,no,no,no,no,no,no,no,no,no,38.6,180,dehydration
4.0,5.5,Indian Domestic,Male,blood in urine,increased thirst,lethargy,pale gums,1,no,no,no,no,no,no,no,no,no,38.6,188,anemia
1.0,3.2,Bengal,Female,bloated abdomen,lethargy,loss of appetite,none,5,yes,no,no,no,no,no,no,no,no,38.4,184,gastritis
6.0,6.6,Maine Coon,Male,pale gums,none,none,none,14,no,no,no,no,no,no,no,no,no,38.2,183,anemia
9.0,3.3,Indian Domestic,Male,bloated abdomen,diarrhea,fever,lethargy,7,no,no,yes,no,no,no,no,no,no,39.5,205,feline panleukopenia
8.0,4.5,Indian Domestic,Male,diarrhea,eye discharge,increased thirst,lethargy,2,no,no,yes,no,no,no,no,no,yes,38.7,184,chronic kidney disease
6.0,3.3,Bengal,Male,bloated abdomen,dry gums,hair loss,lethargy,2,no,no,no,no,no,no,yes,no,yes,38.3,167,dehydration
1.0,4.4,Siamese,Female,dry gums,hair loss,lethargy,pale gums,7,no,no,no,no,no,no,yes,no,yes,38.2,195,anemia
10.0,3.1,Indian Domestic,Female,sunken eyes,none,none,none,2,no,no,no,no,no,no,no,no,yes,37.9,189,dehydration
4.0,6.9,Indian Domestic,Male,bloated abdomen,diarrhea,fever,nasal discharge,10,no,no,yes,yes,no,no,no,yes,no,39.5,214,upper respiratory infection
2.0,4.2,Maine Coon,Male,eye discharge,lethargy,pale gums,weakness,3,no,no,no,no,no,no,no,no,yes,38.3,186,anemia
4.0,6.2,Maine Coon,Female,fever,frequent urination,nasal discharge,painful urination,4,no,no,no,yes,no,no,no,yes,no,39.5,213,upper respiratory infection
11.0,4.5,Bengal,Male,increased thirst,lethargy,nasal discharge,weight loss,5,no,no,no,no,no,no,no,yes,no,38.8,190,chronic kidney disease
7.0,6.0,Persian,Male,bloated abdomen,diarrhea,eye discharge,lethargy,3,yes,no,yes,no,no,no,no,no,yes,38.5,184,feline conjunctivitis
5.0,5.1,Maine Coon,Male,diarrhea,fever,hair loss,itching,2,no,yes,yes,yes,no,no,yes,yes,no,39.5,232,feline panleukopenia
6.0,6.7,Maine Coon,Male,itching,none,none,none,1,no,no,no,no,no,no,yes,no,no,38.8,162,skin allergy
14.0,5.1,Maine Coon,Male,eye discharge,none,none,none,1,no,no,no,no,no,no,no,no,yes,38.0,178,feline conjunctivitis
15.0,2.8,Bengal,Female,dry gums,increased thirst,itching,lethargy,2,no,no,no,no,no,no,yes,no,yes,38.0,166,chronic kidney disease
12.0,6.2,Persian,Female,dry gums,lethargy,sunken eyes,vomiting,4,no,yes,no,no,no,no,no,no,yes,38.4,180,dehydration
7.0,5.6,Indian Domestic,Male,bloated abdomen,diarrhea,eye discharge,loss of appetite,2,yes,no,yes,no,no,no,no,no,yes,38.8,162,feline conjunctivitis
8.0,2.5,Bengal,Male,lethargy,vomiting,weakness,none,1,no,yes,no,no,no,no,no,no,no,38.0,162,anemia
7.0,3.6,Indian Domestic,Female,fever,vomiting,none,none,5,no,yes,no,no,no,no,no,no,no,39.5,225,feline panleukopenia
11.0,6.0,Maine Coon,Female,lethargy,pale gums,red eyes,weakness,4,no,no,no,no,no,no,no,no,yes,38.4,185,anemia
3.0,6.8,Bengal,Male,blood in urine,none,none,none,1,no,no,no,no,no,no,no,no,no,39.1,184,urinary tract infection
9.0,4.2,Maine Coon,Male,hair loss,itching,loss of appetite,red skin,4,yes,yes,no,no,no,no,yes,no,no,37.8,171,gastritis
5.0,3.1,Persian,Female,dry gums,frequent urination,lethargy,painful urination,3,no,no,no,no,no,no,no,no,yes,38.5,187,dehydration
14.0,2.6,Indian Domestic,Female,diarrhea,fever,lethargy,loss of appetite,5,yes,yes,yes,yes,no,no,no,yes,no,39.5,208,feline panleukopenia
13.0,6.0,Bengal,Male,bloated abdomen,none,none,none,3,no,no,no,no,no,no,no,no,no,38.5,180,worm infestation
13.0,4.3,Persian,Male,blood in urine,dry gums,lethargy,pale gums,3,no,no,no,no,no,no,no,no,no,38.8,189,anemia
5.0,6.1,Siamese,Male,blood in urine,increased thirst,lethargy,weight loss,10,no,no,no,no,no,no,no,no,no,38.5,184,chronic kidney disease
14.0,5.2,Siamese,Male,eye discharge,increased thirst,lethargy,weight loss,3,no,no,no,no,no,no,no,no,yes,38.7,163,chronic kidney disease
12.0,6.1,Persian,Male,blood in urine,frequent urination,none,none,4,no,no,no,no,no,no,no,no,no,38.2,172,urinary tract infection
11.0,6.7,Siamese,Male,diarrhea,weight loss,none,none,5,no,no,yes,no,no,no,no,no,no,38.8,162,worm infestation
7.0,6.5,Maine Coon,Male,bloated abdomen,lethargy,loss of appetite,vomiting,5,yes,yes,no,no,no,no,no,no,no,38.7,197,gastritis
12.0,5.5,Siamese,Female,eye discharge,lethargy,loss of appetite,red eyes,4,yes,yes,no,no,no,no,no,no,yes,38.0,176,feline conjunctivitis
14.0,4.5,Siamese,Male,bloated abdomen,diarrhea,red eyes,weight loss,4,no,no,yes,no,no,no,no,no,yes,38.1,199,feline conjunctivitis
15.0,5.8,Bengal,Male,eye discharge,frequent urination,lethargy,painful urination,4,no,no,no,no,no,no,no,no,yes,38.2,185,anemia
15.0,4.0,Maine Coon,Female,blood in urine,frequent urination,loss of appetite,none,2,yes,no,no,no,no,no,no,no,no,39.0,181,gastritis
3.0,4.7,Persian,Male,hair loss,lethargy,red skin,weight loss,5,no,no,no,no,no,no,yes,no,no,38.6,161,chronic kidney disease
3.0,4.8,Persian,Male,hair loss,lethargy,nasal discharge,red skin,2,no,no,no,yes,no,no,yes,yes,no,38.4,162,anemia
6.0,5.2,Maine Coon,Male,bloated abdomen,lethargy,pale gums,none,10,no,no,no,no,no,no,no,no,no,38.0,168,anemia
6.0,4.2,Siamese,Female,bloated abdomen,diarrhea,fever,nasal discharge,7,no,no,yes,yes,no,no,no,yes,no,39.5,216,upper respiratory infection
2.0,6.9,Maine Coon,Female,fever,nasal discharge,sneezing,weight loss,3,no,no,no,yes,no,no,no,yes,no,39.5,237,upper respiratory infection
6.0,4.9,Persian,Male,lethargy,none,none,none,4,no,no,no,no,no,no,no,no,no,38.5,197,gastritis
10.0,6.2,Siamese,Male,dry gums,lethargy,pale gums,sunken eyes,3,no,no,no,no,no,no,no,no,yes,38.2,181,anemia
9.0,2.6,Indian Domestic,Female,eye discharge,increased thirst,lethargy,red eyes,1,no,no,no,no,no,no,no,no,yes,38.6,196,chronic kidney disease
12.0,4.5,Bengal,Female,hair loss,itching,nasal discharge,sneezing,2,no,no,no,yes,no,no,yes,yes,no,38.3,186,skin allergy
8.0,4.1,Indian Domestic,Female,lethargy,none,none,none,1,no,no,no,no,no,no,no,no,no,38.2,189,chronic kidney disease
2.0,6.8,Bengal,Female,frequent urination,lethargy,weakness,none,2,no,no,no,no,no,no,no,no,no,38.6,198,anemia
1.0,5.7,Indian Domestic,Female,bloated abdomen,diarrhea,sneezing,weight loss,3,no,no,yes,yes,no,no,no,no,no,38.7,192,upper respiratory infection
12.0,6.5,Persian,Female,bloated abdomen,diarrhea,loss of appetite,vomiting,4,yes,yes,yes,no,no,no,no,no,no,38.3,166,gastritis
4.0,6.9,Indian Domestic,Female,blood in urine,eye discharge,painful urination,red eyes,4,no,no,no,no,no,no,no,no,yes,38.4,169,feline conjunctivitis
4.0,2.6,Bengal,Male,dry gums,hair loss,lethargy,red skin,4,no,no,no,no,no,no,yes,no,yes,38.2,170,anemia
15.0,4.9,Maine Coon,Female,blood in urine,frequent urination,painful urination,none,5,no,no,no,no,no,no,no,no,no,38.5,184,urinary tract infection
14.0,3.0,Persian,Female,diarrhea,lethargy,loss of appetite,vomiting,1,yes,yes,yes,no,no,no,no,no,no,38.5,175,dehydration
9.0,3.9,Siamese,Male,bloated abdomen,weight loss,none,none,4,no,no,no,no,no,no,no,no,no,38.9,171,worm infestation
4.0,5.1,Persian,Female,blood in urine,frequent urination,painful urination,vomiting,2,no,yes,no,no,no,no,no,no,no,38.9,164,anemia
1.0,4.6,Bengal,Male,dry gums,fever,lethargy,sneezing,4,no,no,no,yes,no,no,no,no,yes,39.5,234,dehydration
14.0,5.9,Indian Domestic,Male,lethargy,loss of appetite,sunken eyes,vomiting,2,yes,yes,no,no,no,no,no,no,yes,38.1,161,dehydration
14.0,6.0,Persian,Male,diarrhea,fever,lethargy,vomiting,2,no,yes,yes,no,no,no,no,no,no,39.5,229,feline panleukopenia
5.0,5.6,Maine Coon,Female,blood in urine,eye discharge,red eyes,squinting,3,no,no,no,no,no,no,no,no,yes,38.1,178,anemia
12.0,3.5,Indian Domestic,Female,diarrhea,eye discharge,fever,lethargy,1,no,no,yes,no,no,no,no,no,yes,39.5,215,dehydration
8.0,3.9,Persian,Female,weakness,none,none,none,7,no,no,no,no,no,no,no,no,no,37.9,196,anemia
9.0,2.7,Siamese,Male,fever,lethargy,nasal discharge,none,1,no,no,no,no,no,no,no,yes,no,39.5,213,dehydration
5.0,5.5,Persian,Female,diarrhea,fever,lethargy,pale gums,2,no,yes,yes,no,no,no,no,no,no,39.5,210,anemia
2.0,6.8,Persian,Female,increased thirst,lethargy,weight loss,none,4,no,no,no,no,no,no,no,no,no,38.5,180,chronic kidney disease
8.0,6.2,Indian Domestic,Female,diarrhea,fever,lethargy,vomiting,7,no,yes,yes,no,no,no,no,no,no,39.5,190,feline panleukopenia
8.0,6.7,Maine Coon,Male,lethargy,none,none,none,2,no,no,no,no,no,no,no,no,no,38.7,170,dehydration
10.0,6.2,Indian Domestic,Female,lethargy,loss of appetite,red eyes,squinting,1,yes,yes,no,no,no,no,no,no,yes,38.6,168,anemia
12.0,3.3,Maine Coon,Male,blood in urine,diarrhea,fever,frequent urination,1,no,yes,yes,no,no,no,no,no,no,39.5,192,feline panleukopenia
8.0,5.3,Bengal,Male,dry gums,increased thirst,lethargy,weight loss,2,no,no,no,no,no,no,no,no,no,38.0,197,chronic kidney disease
9.0,4.8,Indian Domestic,Male,bloated abdomen,blood in urine,diarrhea,lethargy,7,yes,no,yes,no,no,no,no,no,no,38.5,182,gastritis
9.0,4.9,Persian,Male,sunken eyes,vomiting,none,none,2,no,yes,no,no,no,no,no,no,yes,38.1,189,dehydration
12.0,4.6,Siamese,Male,diarrhea,weight loss,none,none,3,no,no,yes,no,no,no,no,no,no,38.0,194,worm infestation
9.0,6.9,Siamese,Male,bloated abdomen,diarrhea,increased thirst,lethargy,7,no,no,yes,no,no,no,no,no,no,38.7,163,anemia
13.0,4.1,Indian Domestic,Male,blood in urine,frequent urination,painful urination,none,2,no,no,no,no,no,no,no,no,no,37.9,176,urinary tract infection
11.0,5.4,Persian,Male,fever,nasal discharge,sneezing,none,2,no,no,no,yes,no,no,no,yes,no,39.5,218,upper respiratory infection
11.0,5.1,Indian Domestic,Male,bloated abdomen,diarrhea,weight loss,none,3,no,no,yes,no,no,no,no,no,no,39.0,175,worm infestation
2.0,4.2,Indian Domestic,Male,fever,increased thirst,lethargy,vomiting,5,no,yes,no,no,no,no,no,no,no,39.5,230,chronic kidney disease
13.0,4.2,Bengal,Male,bloated abdomen,diarrhea,increased thirst,lethargy,1,no,no,yes,no,no,no,no,no,no,38.8,178,anemia
9.0,2.6,Indian Domestic,Male,lethargy,none,none,none,5,no,no,no,no,no,no,no,no,no,38.8,179,feline panleukopenia
10.0,5.8,Indian Domestic,Female,dry gums,eye discharge,increased thirst,red eyes,1,no,no,no,no,no,no,no,no,yes,38.6,160,chronic kidney disease
