age,gender,breed,weight,symptoms,diseases
9,male,indian domestic,4.8,"bloated abdomen, blood in urine, diarrhea, lethargy, loss of appetite, painful urination, weight loss","gastritis, urinary tract infection, worm infestation"
9,male,persian,4.9,"sunken eyes, vomiting","dehydration, gastritis"
12,male,siamese,4.6,"diarrhea, weight loss",worm infestation
9,male,siamese,6.9,"bloated abdomen, diarrhea, increased thirst, lethargy, pale gums, weakness, weight loss","anemia, chronic kidney disease, worm infestation"
13,male,indian domestic,4.1,"blood in urine, frequent urination, painful urination",urinary tract infection
11,male,persian,5.4,"fever, nasal discharge, sneezing",upper respiratory infection
11,male,indian domestic,5.1,"bloated abdomen, diarrhea, weight loss",worm infestation
2,male,indian domestic,4.2,"fever, increased thirst, lethargy, vomiting, weight loss","chronic kidney disease, feline panleukopenia"
13,male,bengal,4.2,"bloated abdomen, diarrhea, increased thirst, lethargy","anemia, chronic kidney disease, worm infestation"
9,male,indian domestic,2.6,lethargy,feline panleukopenia
10,female,indian domestic,5.8,"dry gums, eye discharge, increased thirst, red eyes, squinting","chronic kidney disease, dehydration, feline conjunctivitis"
8,male,maine coon,4.5,"increased thirst, lethargy, loss of appetite, weight loss","chronic kidney disease, gastritis"
6,male,bengal,5.3,"diarrhea, lethargy, vomiting","chronic kidney disease, feline panleukopenia"
14,female,siamese,6.5,"hair loss, itching, red skin",skin allergy
7,female,siamese,6.6,"diarrhea, lethargy, nasal discharge, pale gums, weakness","anemia, feline panleukopenia, upper respiratory infection"
14,female,siamese,3.5,"dry gums, lethargy","chronic kidney disease, dehydration"
2,male,indian domestic,4.4,"bloated abdomen, increased thirst, lethargy, loss of appetite, vomiting, weight loss","chronic kidney disease, gastritis, worm infestation"
8,male,maine coon,6.6,weight loss,worm infestation
4,male,bengal,5.5,"lethargy, pale gums, weakness, weight loss","anemia, worm infestation"
2,female,siamese,6.5,"diarrhea, fever, itching, red skin, vomiting","feline panleukopenia, skin allergy"
4,female,maine coon,3.2,"lethargy, vomiting","feline panleukopenia, gastritis"
12,male,siamese,6.5,"lethargy, sunken eyes",dehydration
8,male,persian,6.8,"dry gums, increased thirst, lethargy, sunken eyes, vomiting, weight loss","chronic kidney disease, dehydration, gastritis"
11,male,siamese,5.7,"bloated abdomen, diarrhea, lethargy, nasal discharge, sneezing, weakness","anemia, upper respiratory infection, worm infestation"
11,male,maine coon,5.4,"bloated abdomen, diarrhea, fever, increased thirst, lethargy, nasal discharge, sneezing, weight loss","chronic kidney disease, upper respiratory infection, worm infestation"
6,female,bengal,4.4,"lethargy, weakness",anemia
4,female,maine coon,3.4,"eye discharge, red eyes",feline conjunctivitis
5,male,indian domestic,3.5,"lethargy, loss of appetite, pale gums, vomiting, weakness","anemia, gastritis"
1,female,indian domestic,3.6,"dry gums, itching, lethargy, pale gums, red skin, weakness","anemia, dehydration, skin allergy"
14,male,siamese,5.5,fever,upper respiratory infection
14,male,indian domestic,4.9,"blood in urine, frequent urination, lethargy, pale gums, weakness","anemia, gastritis, urinary tract infection"
12,female,indian domestic,3.8,"lethargy, loss of appetite, vomiting, weight loss","chronic kidney disease, feline panleukopenia, gastritis"
2,male,siamese,2.8,"frequent urination, hair loss, itching, painful urination, red skin","skin allergy, urinary tract infection"
10,female,maine coon,5.1,"blood in urine, dry gums, frequent urination, lethargy, painful urination, pale gums, sunken eyes, weakness","anemia, dehydration, urinary tract infection"
13,female,bengal,5.1,"fever, loss of appetite, sneezing, weakness","anemia, gastritis, upper respiratory infection"
14,female,bengal,3.3,"bloated abdomen, diarrhea, eye discharge, red eyes, squinting","feline conjunctivitis, worm infestation"
12,male,siamese,5.7,"bloated abdomen, blood in urine, diarrhea, eye discharge, frequent urination, painful urination, red eyes, squinting","feline conjunctivitis, urinary tract infection, worm infestation"
12,female,maine coon,7.0,"blood in urine, dry gums, lethargy, painful urination, vomiting","dehydration, gastritis, urinary tract infection"
4,male,bengal,6.2,"fever, itching, nasal discharge","skin allergy, upper respiratory infection"
9,male,maine coon,4.5,"eye discharge, red eyes, squinting",feline conjunctivitis
6,female,persian,3.1,fever,upper respiratory infection
5,female,siamese,3.9,"fever, hair loss, itching, lethargy, red skin, sunken eyes, vomiting","dehydration, feline panleukopenia, skin allergy"
1,female,indian domestic,6.0,"diarrhea, fever, lethargy, nasal discharge, painful urination, vomiting","feline panleukopenia, upper respiratory infection, urinary tract infection"
1,female,siamese,3.5,"dry gums, lethargy, sunken eyes",dehydration
8,male,siamese,7.0,"frequent urination, nasal discharge, pale gums","anemia, upper respiratory infection, urinary tract infection"
12,female,bengal,3.2,"frequent urination, lethargy, loss of appetite, vomiting","feline panleukopenia, gastritis, urinary tract infection"
15,male,indian domestic,3.2,"diarrhea, eye discharge, fever, increased thirst, lethargy, red eyes, squinting, weight loss","chronic kidney disease, feline conjunctivitis, feline panleukopenia"
10,female,indian domestic,4.0,bloated abdomen,worm infestation
5,male,bengal,4.9,"eye discharge, lethargy, red eyes, squinting","feline conjunctivitis, gastritis"
13,female,indian domestic,4.9,"lethargy, pale gums","anemia, feline panleukopenia"
1,male,indian domestic,3.0,squinting,feline conjunctivitis
2,male,bengal,5.4,"blood in urine, fever","feline panleukopenia, urinary tract infection"
11,female,siamese,2.7,"diarrhea, fever, lethargy, loss of appetite, vomiting","feline panleukopenia, gastritis"
10,male,maine coon,5.5,"blood in urine, frequent urination, painful urination, weight loss","chronic kidney disease, urinary tract infection"
11,female,maine coon,5.3,"hair loss, itching, painful urination, red skin","skin allergy, urinary tract infection"
10,male,maine coon,6.5,"dry gums, eye discharge, fever, lethargy, nasal discharge, red eyes, sneezing, sunken eyes","dehydration, feline conjunctivitis, upper respiratory infection"
12,male,indian domestic,2.9,"diarrhea, fever, frequent urination, painful urination, vomiting","feline panleukopenia, gastritis, urinary tract infection"
9,male,persian,4.7,"lethargy, loss of appetite, squinting, vomiting, weight loss","chronic kidney disease, feline conjunctivitis, gastritis"
15,female,bengal,2.6,"diarrhea, fever, loss of appetite, vomiting","feline panleukopenia, gastritis"
14,male,siamese,5.6,"frequent urination, increased thirst, lethargy, painful urination, pale gums, weakness, weight loss","anemia, chronic kidney disease, urinary tract infection"
15,female,persian,4.1,"eye discharge, fever, red eyes, sneezing","feline conjunctivitis, upper respiratory infection"
15,male,siamese,2.6,"lethargy, loss of appetite, red eyes, squinting, vomiting, weakness","anemia, feline conjunctivitis, gastritis"
5,male,maine coon,6.0,"eye discharge, red eyes, squinting",feline conjunctivitis
8,female,maine coon,6.4,"hair loss, itching, lethargy, pale gums, red skin, weakness","anemia, skin allergy"
2,female,bengal,3.3,"increased thirst, lethargy, weight loss",chronic kidney disease
4,male,indian domestic,6.8,"hair loss, itching, lethargy, pale gums, red skin, weakness","anemia, skin allergy"
7,male,persian,6.8,"fever, vomiting",feline panleukopenia
7,male,bengal,3.2,"fever, hair loss, itching, nasal discharge, red skin, sneezing","skin allergy, upper respiratory infection"
15,male,siamese,6.9,"bloated abdomen, fever, nasal discharge, sneezing, weight loss","upper respiratory infection, worm infestation"
12,female,maine coon,6.4,"blood in urine, diarrhea, fever, frequent urination, lethargy, painful urination, vomiting","feline panleukopenia, urinary tract infection"
5,female,siamese,3.7,"diarrhea, lethargy, pale gums, sunken eyes, vomiting, weakness","anemia, dehydration, feline panleukopenia"
1,female,bengal,4.4,"blood in urine, diarrhea, dry gums, fever, lethargy, sunken eyes, vomiting","dehydration, feline panleukopenia, urinary tract infection"
7,female,persian,2.6,"dry gums, lethargy, pale gums, weakness","anemia, dehydration"
2,female,persian,5.8,"hair loss, itching, lethargy, painful urination, red skin","chronic kidney disease, skin allergy, urinary tract infection"
2,male,indian domestic,6.6,"dry gums, eye discharge, fever, lethargy, red eyes, sneezing, squinting","dehydration, feline conjunctivitis, upper respiratory infection"
13,female,persian,3.5,"dry gums, lethargy, loss of appetite, sunken eyes, vomiting","dehydration, gastritis"
7,male,indian domestic,2.8,"blood in urine, dry gums, frequent urination, lethargy, sunken eyes, weight loss","dehydration, urinary tract infection, worm infestation"
12,male,maine coon,5.0,sunken eyes,dehydration
4,male,indian domestic,2.5,"loss of appetite, vomiting",gastritis
12,female,bengal,5.9,"blood in urine, painful urination",urinary tract infection
5,female,maine coon,5.1,loss of appetite,gastritis
5,male,persian,6.8,"diarrhea, fever, nasal discharge, sneezing, weight loss","chronic kidney disease, upper respiratory infection, worm infestation"
6,female,siamese,5.5,"lethargy, sunken eyes",dehydration
9,male,indian domestic,6.8,sneezing,upper respiratory infection
11,male,siamese,6.2,"dry gums, hair loss, itching, red skin, sneezing","dehydration, skin allergy, upper respiratory infection"
5,male,bengal,5.3,"diarrhea, fever, lethargy",feline panleukopenia
9,male,persian,2.9,"itching, lethargy, loss of appetite, vomiting, weakness","anemia, gastritis, skin allergy"
2,male,maine coon,2.7,"blood in urine, fever, increased thirst, lethargy, painful urination","chronic kidney disease, feline panleukopenia, urinary tract infection"
9,female,maine coon,5.3,"bloated abdomen, diarrhea, increased thirst, weight loss","chronic kidney disease, worm infestation"
3,female,persian,3.0,"dry gums, eye discharge, lethargy, red eyes","dehydration, feline conjunctivitis, feline panleukopenia"
7,female,bengal,3.9,"increased thirst, lethargy, squinting, weight loss","chronic kidney disease, feline conjunctivitis"
13,female,indian domestic,3.4,"diarrhea, fever, lethargy, vomiting","anemia, feline panleukopenia, worm infestation"
14,male,bengal,5.7,"hair loss, itching, lethargy, loss of appetite, vomiting","gastritis, skin allergy"
6,male,persian,5.4,"blood in urine, painful urination",urinary tract infection
4,female,persian,3.6,"fever, lethargy, nasal discharge, weight loss","chronic kidney disease, upper respiratory infection"
11,female,maine coon,4.4,"hair loss, increased thirst, red skin, weight loss","chronic kidney disease, skin allergy"
2,male,persian,5.7,"bloated abdomen, blood in urine, diarrhea, painful urination, weight loss","urinary tract infection, worm infestation"
9,male,maine coon,5.4,"hair loss, itching, weakness, weight loss","anemia, chronic kidney disease, skin allergy"
11,female,maine coon,3.3,"dry gums, frequent urination, lethargy, painful urination","dehydration, urinary tract infection"
11,female,indian domestic,5.1,"diarrhea, eye discharge","feline conjunctivitis, feline panleukopenia"
10,female,persian,5.2,"eye discharge, red eyes",feline conjunctivitis
14,male,bengal,4.8,nasal discharge,upper respiratory infection
9,male,siamese,4.3,"lethargy, loss of appetite",gastritis
9,male,persian,6.9,"frequent urination, lethargy, painful urination, pale gums, weakness","anemia, urinary tract infection"
10,male,maine coon,6.2,"blood in urine, frequent urination, increased thirst, lethargy, painful urination","chronic kidney disease, urinary tract infection"
7,male,siamese,2.8,"diarrhea, eye discharge, itching","feline conjunctivitis, skin allergy, worm infestation"
13,male,persian,3.3,"bloated abdomen, weight loss",worm infestation
6,female,persian,6.1,"dry gums, lethargy",dehydration
14,male,indian domestic,4.6,"fever, lethargy, pale gums, vomiting, weakness","anemia, feline panleukopenia, gastritis"
10,male,persian,5.5,"lethargy, sunken eyes, weakness","anemia, dehydration"
12,male,siamese,2.7,"fever, lethargy, nasal discharge, sneezing, sunken eyes","dehydration, upper respiratory infection"
2,male,bengal,2.9,"blood in urine, frequent urination",urinary tract infection
2,male,persian,6.6,"increased thirst, weight loss",chronic kidney disease
13,female,maine coon,3.3,"eye discharge, fever, itching, nasal discharge, red skin, sneezing, squinting","feline conjunctivitis, skin allergy, upper respiratory infection"
6,female,siamese,6.3,"bloated abdomen, diarrhea, weight loss",worm infestation
6,male,persian,2.8,"dry gums, hair loss, increased thirst, lethargy, red skin, sunken eyes, weight loss","chronic kidney disease, dehydration, skin allergy"
8,female,persian,4.5,"diarrhea, fever, frequent urination, lethargy, loss of appetite, vomiting","feline panleukopenia, gastritis, urinary tract infection"
5,male,indian domestic,2.7,"diarrhea, fever, nasal discharge, sneezing, weight loss","upper respiratory infection, worm infestation"
15,female,bengal,5.0,"fever, increased thirst, lethargy, sneezing, weakness, weight loss","anemia, chronic kidney disease, upper respiratory infection"
11,female,siamese,3.3,itching,skin allergy
8,female,persian,5.9,"itching, lethargy, red skin, vomiting","gastritis, skin allergy"
2,male,persian,5.5,"bloated abdomen, blood in urine, frequent urination, weight loss","urinary tract infection, worm infestation"
13,male,persian,4.5,red skin,skin allergy
9,female,bengal,3.4,"blood in urine, hair loss, painful urination","skin allergy, urinary tract infection"
8,male,persian,4.3,"fever, nasal discharge, red eyes","feline conjunctivitis, upper respiratory infection"
11,male,siamese,4.1,"blood in urine, diarrhea, dry gums, lethargy","dehydration, feline panleukopenia, urinary tract infection"
15,male,siamese,6.2,"dry gums, lethargy, sunken eyes",dehydration
3,female,maine coon,5.0,"hair loss, increased thirst, lethargy, pale gums, red skin, weakness, weight loss","anemia, chronic kidney disease, skin allergy"
13,female,siamese,3.2,"pale gums, squinting, weakness","anemia, feline conjunctivitis"
14,male,maine coon,3.9,"bloated abdomen, diarrhea, increased thirst, weight loss","chronic kidney disease, worm infestation"
5,female,indian domestic,6.5,"eye discharge, lethargy, pale gums, squinting, weakness","anemia, feline conjunctivitis"
13,female,bengal,5.7,"diarrhea, increased thirst, lethargy, vomiting, weight loss","chronic kidney disease, gastritis, worm infestation"
13,male,bengal,4.7,"dry gums, lethargy",dehydration
11,female,siamese,6.5,"diarrhea, lethargy, loss of appetite, vomiting","anemia, gastritis, worm infestation"
7,female,persian,6.1,"bloated abdomen, blood in urine, frequent urination, painful urination","urinary tract infection, worm infestation"
9,female,bengal,6.7,"lethargy, loss of appetite, pale gums, vomiting, weakness","anemia, gastritis"
15,female,persian,6.2,"blood in urine, frequent urination, lethargy, loss of appetite, vomiting, weight loss","chronic kidney disease, gastritis, urinary tract infection"
12,male,persian,3.9,"eye discharge, increased thirst, nasal discharge, red eyes, sneezing, squinting, weight loss","chronic kidney disease, feline conjunctivitis, upper respiratory infection"
1,male,persian,4.6,"fever, lethargy, nasal discharge, pale gums, sneezing, weakness","anemia, upper respiratory infection"
2,male,persian,4.8,fever,upper respiratory infection
6,male,siamese,4.3,"blood in urine, frequent urination, lethargy, pale gums, weakness","anemia, urinary tract infection"
9,female,siamese,3.8,"increased thirst, weight loss",chronic kidney disease
1,female,persian,3.2,"bloated abdomen, diarrhea, dry gums, hair loss, itching, red skin, weight loss","dehydration, skin allergy, worm infestation"
3,female,bengal,5.9,"bloated abdomen, nasal discharge, red skin, sneezing, weight loss","skin allergy, upper respiratory infection, worm infestation"
10,male,indian domestic,4.8,"bloated abdomen, blood in urine, weight loss","urinary tract infection, worm infestation"
10,female,maine coon,4.8,"fever, nasal discharge",upper respiratory infection
2,female,bengal,3.4,"hair loss, itching, lethargy, nasal discharge, sneezing","dehydration, skin allergy, upper respiratory infection"
3,male,persian,6.5,"dry gums, lethargy, loss of appetite, sunken eyes, vomiting","dehydration, gastritis"
5,male,indian domestic,5.2,"bloated abdomen, diarrhea, fever, increased thirst, lethargy, nasal discharge, weight loss","chronic kidney disease, upper respiratory infection, worm infestation"
10,male,maine coon,6.4,"lethargy, loss of appetite",gastritis
13,female,maine coon,3.7,"fever, nasal discharge, sneezing",upper respiratory infection
11,male,maine coon,5.4,"diarrhea, fever, increased thirst, lethargy, vomiting, weight loss","chronic kidney disease, feline panleukopenia, worm infestation"
9,male,maine coon,2.9,"diarrhea, fever, vomiting, weight loss","feline panleukopenia, worm infestation"
14,male,indian domestic,6.9,increased thirst,chronic kidney disease
6,male,maine coon,5.2,"diarrhea, eye discharge, fever, lethargy, red eyes, squinting, weakness","anemia, feline conjunctivitis, feline panleukopenia"
8,male,bengal,5.4,"itching, red eyes","feline conjunctivitis, skin allergy"
12,male,siamese,2.7,"diarrhea, fever, lethargy, vomiting","feline panleukopenia, gastritis, worm infestation"
8,male,bengal,3.8,"dry gums, hair loss, itching, lethargy, red skin, sunken eyes","dehydration, feline panleukopenia, skin allergy"
15,male,persian,6.8,"dry gums, lethargy, loss of appetite, red eyes, sunken eyes, vomiting","dehydration, feline conjunctivitis, gastritis"
14,female,indian domestic,3.5,lethargy,chronic kidney disease
9,female,persian,6.7,"blood in urine, frequent urination, painful urination, red eyes, sunken eyes","dehydration, feline conjunctivitis, urinary tract infection"
10,male,maine coon,6.2,"loss of appetite, vomiting",gastritis
6,male,persian,4.2,"bloated abdomen, diarrhea, fever, hair loss, itching, lethargy, red skin, vomiting","feline panleukopenia, skin allergy, worm infestation"
4,female,indian domestic,5.4,"blood in urine, dry gums, frequent urination, lethargy, painful urination, red skin, sunken eyes","dehydration, skin allergy, urinary tract infection"
1,female,bengal,6.5,"fever, lethargy, loss of appetite, vomiting","feline panleukopenia, gastritis"
2,female,indian domestic,5.8,"dry gums, lethargy",dehydration
13,female,maine coon,4.4,"dry gums, eye discharge, red eyes, squinting","dehydration, feline conjunctivitis"
1,male,maine coon,4.8,"diarrhea, fever",feline panleukopenia
2,female,indian domestic,6.3,"fever, lethargy, nasal discharge, weight loss","chronic kidney disease, upper respiratory infection"
12,female,indian domestic,6.9,"diarrhea, fever, itching, lethargy, red skin","feline panleukopenia, gastritis, skin allergy"
9,female,bengal,5.2,"fever, hair loss, itching, lethargy, red skin, vomiting","gastritis, skin allergy, upper respiratory infection"
2,female,bengal,5.5,"itching, red skin",skin allergy
15,male,indian domestic,5.5,"pale gums, red skin, weakness, weight loss","anemia, skin allergy, worm infestation"
13,male,siamese,3.3,"lethargy, loss of appetite",gastritis
15,female,siamese,3.2,fever,feline panleukopenia
11,male,siamese,5.8,"lethargy, vomiting, weakness","anemia, feline panleukopenia, gastritis"
2,female,maine coon,5.8,"frequent urination, painful urination",urinary tract infection
10,male,persian,3.7,vomiting,feline panleukopenia
13,female,siamese,4.3,"hair loss, itching",skin allergy
11,female,persian,6.9,sneezing,upper respiratory infection
3,male,indian domestic,6.9,"dry gums, lethargy, sunken eyes",dehydration
11,male,maine coon,2.5,diarrhea,worm infestation
3,male,persian,3.4,"frequent urination, painful urination",urinary tract infection
6,male,indian domestic,4.2,"diarrhea, fever, lethargy, vomiting",feline panleukopenia
11,male,maine coon,5.4,"diarrhea, eye discharge, fever, lethargy, squinting","feline conjunctivitis, feline panleukopenia"
2,female,siamese,4.4,"blood in urine, frequent urination, painful urination, sneezing","upper respiratory infection, urinary tract infection"
2,female,siamese,3.6,"eye discharge, red eyes, sneezing, squinting","feline conjunctivitis, upper respiratory infection"
1,female,bengal,6.1,lethargy,gastritis
6,female,siamese,5.3,"weakness, weight loss","anemia, chronic kidney disease"
5,male,siamese,5.5,"bloated abdomen, blood in urine, diarrhea, increased thirst, lethargy, painful urination, weight loss","chronic kidney disease, urinary tract infection, worm infestation"
15,male,bengal,5.3,"pale gums, weakness, weight loss","anemia, chronic kidney disease"
14,female,persian,6.4,"fever, increased thirst, lethargy, vomiting, weight loss","chronic kidney disease, feline panleukopenia"
7,male,bengal,3.3,"fever, lethargy, loss of appetite, vomiting, weight loss","feline panleukopenia, gastritis, worm infestation"
14,male,persian,3.7,"diarrhea, fever, frequent urination, lethargy, painful urination, vomiting","feline panleukopenia, urinary tract infection"
7,female,maine coon,4.2,"diarrhea, fever, lethargy, vomiting",feline panleukopenia
9,female,bengal,2.6,"dry gums, lethargy, sunken eyes",dehydration
12,male,maine coon,5.6,"dry gums, lethargy, sunken eyes",dehydration
14,female,indian domestic,5.4,"nasal discharge, sneezing",upper respiratory infection
4,male,bengal,3.4,"fever, nasal discharge",upper respiratory infection
10,female,indian domestic,2.6,"lethargy, loss of appetite, pale gums, vomiting","anemia, gastritis"
5,female,bengal,5.0,"dry gums, fever, increased thirst, lethargy, sunken eyes, weight loss","chronic kidney disease, dehydration, upper respiratory infection"
12,male,maine coon,5.4,"fever, frequent urination, painful urination, weight loss","upper respiratory infection, urinary tract infection, worm infestation"
5,female,bengal,5.1,"blood in urine, diarrhea, fever, frequent urination, hair loss, itching, lethargy, vomiting","feline panleukopenia, skin allergy, urinary tract infection"
4,male,siamese,3.0,"lethargy, pale gums, weakness",anemia
10,male,indian domestic,4.2,"bloated abdomen, increased thirst, lethargy, pale gums, weakness, weight loss","anemia, chronic kidney disease, worm infestation"
5,female,bengal,6.2,"bloated abdomen, diarrhea, fever, lethargy, weight loss","feline panleukopenia, worm infestation"
14,male,bengal,6.7,"blood in urine, eye discharge, frequent urination, painful urination","feline conjunctivitis, urinary tract infection"
9,male,persian,3.5,"bloated abdomen, diarrhea, hair loss, itching, nasal discharge, red skin, sneezing, weight loss","skin allergy, upper respiratory infection, worm infestation"
12,female,indian domestic,6.7,"dry gums, increased thirst, lethargy, sunken eyes","chronic kidney disease, dehydration, gastritis"
14,female,maine coon,5.4,"hair loss, lethargy, pale gums, weakness","anemia, skin allergy"
5,female,maine coon,6.6,"eye discharge, red eyes, squinting",feline conjunctivitis
15,male,indian domestic,5.0,"bloated abdomen, itching","skin allergy, worm infestation"
8,male,siamese,4.1,"dry gums, lethargy, sunken eyes",dehydration
10,female,maine coon,3.8,"bloated abdomen, diarrhea, increased thirst, lethargy, weight loss","chronic kidney disease, worm infestation"
13,female,persian,6.6,"lethargy, squinting, vomiting, weakness","anemia, feline conjunctivitis, gastritis"
7,male,maine coon,4.6,"itching, lethargy, pale gums, red skin, weakness","anemia, skin allergy"
4,female,bengal,3.0,eye discharge,feline conjunctivitis
13,male,maine coon,5.5,"bloated abdomen, eye discharge, fever, red eyes, weight loss","feline conjunctivitis, upper respiratory infection, worm infestation"
14,female,bengal,6.9,"diarrhea, fever, lethargy, red skin, vomiting","anemia, feline panleukopenia, skin allergy"
3,male,persian,6.8,nasal discharge,upper respiratory infection
7,female,maine coon,4.1,"blood in urine, painful urination",urinary tract infection
15,female,indian domestic,5.9,"dry gums, fever, lethargy, nasal discharge","dehydration, upper respiratory infection"
10,male,persian,5.7,"nasal discharge, red eyes, squinting","feline conjunctivitis, upper respiratory infection"
7,female,persian,3.7,"bloated abdomen, diarrhea, lethargy, weakness, weight loss","anemia, chronic kidney disease, worm infestation"
14,male,persian,4.2,"eye discharge, fever, hair loss, nasal discharge, red eyes, squinting","feline conjunctivitis, skin allergy, upper respiratory infection"
12,male,siamese,3.2,"diarrhea, lethargy, weight loss","chronic kidney disease, feline panleukopenia"
5,female,bengal,4.1,"bloated abdomen, diarrhea, eye discharge, loss of appetite, red eyes, squinting, weight loss","feline conjunctivitis, gastritis, worm infestation"
1,female,persian,6.0,weight loss,chronic kidney disease
9,male,maine coon,4.9,"diarrhea, hair loss, itching, red skin, sunken eyes","dehydration, skin allergy, worm infestation"
10,male,siamese,5.6,"fever, nasal discharge, sneezing",upper respiratory infection
10,female,persian,3.3,"bloated abdomen, lethargy, red skin","gastritis, skin allergy, worm infestation"
12,male,bengal,5.4,"diarrhea, fever, lethargy, sneezing","feline panleukopenia, upper respiratory infection"
13,male,bengal,5.4,"fever, nasal discharge, painful urination, sneezing","upper respiratory infection, urinary tract infection"
9,male,siamese,5.9,"lethargy, sunken eyes","dehydration, feline panleukopenia"
6,male,bengal,6.4,"lethargy, weakness",anemia
14,female,persian,3.4,"diarrhea, fever, frequent urination, hair loss","feline panleukopenia, skin allergy, urinary tract infection"
8,male,bengal,6.3,"lethargy, sneezing, vomiting","gastritis, upper respiratory infection"
2,male,persian,6.2,"diarrhea, fever, lethargy, loss of appetite, vomiting","feline panleukopenia, gastritis"
10,female,bengal,5.3,"fever, lethargy, nasal discharge, pale gums, sneezing, weakness","anemia, gastritis, upper respiratory infection"
10,male,siamese,6.1,"increased thirst, lethargy",chronic kidney disease
1,male,indian domestic,3.1,"dry gums, sunken eyes",dehydration
2,male,bengal,4.7,"fever, itching","skin allergy, upper respiratory infection"
7,female,siamese,7.0,"bloated abdomen, frequent urination, weight loss","chronic kidney disease, urinary tract infection, worm infestation"
15,female,persian,4.5,"diarrhea, lethargy, weight loss","chronic kidney disease, dehydration, feline panleukopenia"
10,male,maine coon,6.8,"lethargy, sunken eyes","chronic kidney disease, dehydration"
15,male,siamese,5.6,"eye discharge, increased thirst, lethargy, red eyes, weight loss","chronic kidney disease, feline conjunctivitis"
9,male,persian,5.8,"diarrhea, weight loss",worm infestation
14,male,maine coon,2.9,pale gums,anemia
15,male,indian domestic,4.8,"fever, lethargy, loss of appetite, vomiting, weight loss","chronic kidney disease, gastritis, upper respiratory infection"
3,male,siamese,3.1,weight loss,chronic kidney disease
3,male,persian,3.7,"frequent urination, nasal discharge, sneezing","upper respiratory infection, urinary tract infection"
15,male,indian domestic,3.1,"bloated abdomen, hair loss, itching, red skin, weight loss","skin allergy, worm infestation"
10,female,bengal,6.3,"bloated abdomen, eye discharge, fever, lethargy, red eyes, vomiting, weight loss","feline conjunctivitis, feline panleukopenia, worm infestation"
15,male,persian,3.9,"lethargy, pale gums, weakness","anemia, gastritis"
4,male,persian,3.8,lethargy,gastritis
5,female,maine coon,4.0,"fever, nasal discharge, pale gums, sneezing, weakness","anemia, upper respiratory infection"
4,male,persian,4.2,"dry gums, hair loss, lethargy, sunken eyes","dehydration, skin allergy"
14,female,maine coon,4.8,"lethargy, nasal discharge, pale gums, sneezing, weakness","anemia, upper respiratory infection"
14,female,siamese,5.4,"blood in urine, fever, frequent urination, lethargy, loss of appetite, nasal discharge, painful urination, sneezing","gastritis, upper respiratory infection, urinary tract infection"
2,female,persian,2.8,"eye discharge, hair loss, red eyes, squinting, weight loss","feline conjunctivitis, skin allergy, worm infestation"
3,male,indian domestic,5.2,"lethargy, painful urination, weakness","anemia, gastritis, urinary tract infection"
14,female,indian domestic,6.7,"frequent urination, lethargy","anemia, urinary tract infection"
5,female,maine coon,5.5,"eye discharge, frequent urination, pale gums, red eyes, squinting, weakness","anemia, feline conjunctivitis, urinary tract infection"
14,female,persian,3.0,"lethargy, pale gums, weakness",anemia
13,female,bengal,3.2,"bloated abdomen, eye discharge, red eyes, weight loss","feline conjunctivitis, worm infestation"
3,male,siamese,3.6,"bloated abdomen, diarrhea, weight loss",worm infestation
14,female,bengal,6.1,"eye discharge, red eyes",feline conjunctivitis
11,female,bengal,4.5,"bloated abdomen, diarrhea, red skin, weight loss","skin allergy, worm infestation"
2,female,maine coon,3.4,"fever, nasal discharge, red eyes, sneezing, weakness","anemia, feline conjunctivitis, upper respiratory infection"
4,male,indian domestic,6.0,nasal discharge,upper respiratory infection
8,female,persian,4.9,"fever, nasal discharge, sneezing",upper respiratory infection
6,female,maine coon,4.5,lethargy,gastritis
5,male,indian domestic,3.4,"blood in urine, fever, itching, nasal discharge, red skin, sneezing","skin allergy, upper respiratory infection, urinary tract infection"
15,female,persian,4.3,"fever, sneezing",upper respiratory infection
13,male,persian,3.5,"diarrhea, fever, vomiting",feline panleukopenia
13,male,indian domestic,5.5,eye discharge,feline conjunctivitis
7,female,persian,3.7,"itching, lethargy, weight loss","chronic kidney disease, skin allergy"
12,female,siamese,4.8,"eye discharge, red eyes, squinting",feline conjunctivitis
15,female,indian domestic,3.3,"diarrhea, eye discharge, fever, increased thirst, lethargy, red eyes, squinting, weight loss","chronic kidney disease, feline conjunctivitis, feline panleukopenia"
4,female,siamese,4.3,"pale gums, weakness",anemia
4,male,maine coon,3.9,"dry gums, fever, nasal discharge, sneezing, sunken eyes, vomiting","dehydration, gastritis, upper respiratory infection"
13,male,siamese,6.1,"dry gums, lethargy, sunken eyes",dehydration
8,male,maine coon,7.0,"lethargy, loss of appetite, vomiting",gastritis
5,female,persian,2.7,"fever, sneezing",upper respiratory infection
7,female,indian domestic,3.7,weakness,anemia
8,male,maine coon,6.9,"lethargy, pale gums, weakness",anemia
15,female,maine coon,2.6,hair loss,skin allergy
4,male,indian domestic,4.9,"bloated abdomen, diarrhea, weight loss",worm infestation
12,male,persian,3.8,"bloated abdomen, diarrhea, dry gums, fever, lethargy, sunken eyes, vomiting, weight loss","dehydration, feline panleukopenia, worm infestation"
7,male,siamese,6.3,"blood in urine, frequent urination, painful urination",urinary tract infection
5,female,indian domestic,5.2,"itching, lethargy, red skin","chronic kidney disease, skin allergy"
