Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Nasal_Discharge,Eye_Discharge,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Body_Temperature,Heart_Rate,Disease_Prediction
Cat,Maine Coon,7.3,Female,7.0,abdominal pain,appetite loss,,,7 days,No,No,No,Yes,No,No,No,No,No,38.9°C,124,Gastroenteritis
Cat,Persian,15.6,Female,3.8,increased appetite,,,,300 days,No,No,No,Yes,No,No,No,No,No,38.7°C,190,Hyperthyroidism
Cat,Sphynx,3.8,Male,6.0,straining to urinate,,,,8 days,No,No,No,Yes,No,No,No,No,No,38.9°C,164,Feline Lower Urinary Tract Disease
Cat,Mixed,10.2,Male,5.1,coughing,exercise intolerance,,,199 days,Yes,No,No,No,No,Yes,Yes,No,No,38.5°C,151,Asthma
Cat,Oriental,8.5,Female,2.8,increased appetite,,,,84 days,No,No,No,Yes,No,No,No,No,No,39.0°C,209,Hyperthyroidism
Cat,Domestic Shorthair,11.4,Female,4.9,hyperactivity,poor coat,weight loss,,318 days,No,No,No,Yes,Yes,No,Yes,No,No,39.1°C,216,Hyperthyroidism
Cat,Ragdoll,17.7,Male,6.1,increased urination,,,,51 days,No,No,No,Yes,No,No,No,Yes,No,38.0°C,122,Chronic Kidney Disease
Cat,Oriental,8.1,Female,4.1,hyperactivity,diarrhea,hyperactivity,,319 days,No,No,No,No,Yes,No,No,No,No,38.6°C,224,Hyperthyroidism
Cat,Mixed,3.4,Female,3.8,skin lesions,red skin,hair loss,,22 days,No,No,No,No,No,No,No,No,Yes,38.4°C,187,Skin Allergies
Cat,Scottish Fold,9.3,Male,6.4,labored breathing,open-mouth breathing,lethargy,,173 days,No,No,No,No,No,Yes,Yes,No,No,38.2°C,161,Asthma
Cat,Domestic Shorthair,0.8,Male,3.6,abdominal pain,fever,,,3 days,No,No,Yes,Yes,Yes,No,No,No,No,39.7°C,158,Gastroenteritis
Cat,Persian,12.5,Male,3.3,weight loss,bad breath,,,37 days,No,No,Yes,Yes,No,Yes,No,No,No,38.1°C,151,Chronic Kidney Disease
Cat,Siamese,10.0,Male,3.0,nasal discharge,appetite loss,,eye discharge,10 days,Yes,Yes,Yes,No,No,No,No,No,No,40.1°C,171,Upper Respiratory Infection
Cat,Mixed,17.2,Female,5.3,vomiting,poor coat,,,237 days,No,No,No,Yes,Yes,No,No,No,No,39.4°C,182,Hyperthyroidism
Cat,Sphynx,9.5,Male,3.3,weight loss,poor coat,,increased thirst,142 days,No,No,No,Yes,No,No,No,No,No,38.2°C,195,Diabetes Mellitus
Cat,Maine Coon,13.6,Female,7.1,eye discharge,appetite loss,coughing,,7 days,Yes,Yes,No,No,No,No,Yes,No,No,39.8°C,183,Upper Respiratory Infection
Cat,British Shorthair,4.5,Male,6.7,blood in urine,lethargy,licking genitals,,5 days,No,No,No,No,No,No,No,No,No,39.0°C,131,Feline Lower Urinary Tract Disease
Cat,Scottish Fold,8.2,Female,5.4,weight loss,lethargy,increased thirst,,106 days,No,Yes,No,No,No,No,No,No,No,38.1°C,197,Diabetes Mellitus
Cat,Oriental,6.0,Male,3.1,increased thirst,,increased appetite,,141 days,No,No,No,No,No,No,No,No,No,38.5°C,149,Diabetes Mellitus
Cat,Domestic Shorthair,4.0,Female,5.4,difficulty eating,,,bad breath,249 days,No,No,No,No,No,No,No,No,No,38.7°C,128,Dental Disease
Cat,Siamese,7.0,Male,3.1,chronic vomiting,lethargy,poor appetite,,88 days,No,No,Yes,Yes,Yes,No,No,No,No,38.3°C,163,Inflammatory Bowel Disease
Cat,Ragdoll,9.2,Female,8.1,eye discharge,coughing,fever,,8 days,Yes,Yes,No,No,No,Yes,No,No,No,40.2°C,173,Upper Respiratory Infection
Cat,Siamese,8.5,Female,4.0,increased appetite,,,,91 days,No,No,No,No,Yes,No,No,No,No,38.6°C,202,Hyperthyroidism
Cat,Birman,6.3,Male,6.7,vomiting,appetite loss,,,4 days,No,No,Yes,Yes,No,No,No,No,No,38.7°C,137,Gastroenteritis
Cat,Oriental,3.1,Female,5.0,weight loss,gas,chronic vomiting,diarrhea,174 days,No,No,Yes,Yes,Yes,No,No,No,No,38.6°C,172,Inflammatory Bowel Disease
Cat,Siamese,14.0,Male,4.0,drooling,,bad breath,,328 days,No,No,Yes,No,No,No,No,No,No,38.8°C,166,Dental Disease
Cat,Oriental,6.4,Male,3.3,labored breathing,,coughing,,57 days,No,No,No,Yes,No,Yes,No,No,No,38.1°C,148,Asthma
Cat,Birman,6.8,Male,5.6,scratching,,excessive grooming,,136 days,No,No,No,Yes,No,No,No,No,No,38.3°C,173,Skin Allergies
Cat,Bengal,13.8,Male,4.3,hyperactivity,poor coat,increased thirst,,268 days,No,Yes,No,No,Yes,No,No,No,Yes,39.4°C,201,Hyperthyroidism
Cat,Sphynx,1.1,Female,4.4,lethargy,appetite loss,,,3 days,No,No,Yes,Yes,Yes,No,No,No,No,41.2°C,237,Panleukopenia
Cat,Persian,7.8,Female,4.7,eye discharge,lethargy,fever,,3 days,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,39.9°C,149,Upper Respiratory Infection
Cat,Birman,3.5,Female,6.3,blood in urine,lethargy,crying while urinating,,3 days,No,No,Yes,No,No,No,No,No,No,38.6°C,189,Feline Lower Urinary Tract Disease
Cat,Russian Blue,4.2,Male,3.4,straining to urinate,,,,13 days,No,No,No,No,No,No,No,No,No,38.3°C,149,Feline Lower Urinary Tract Disease
Cat,Maine Coon,4.9,Male,8.1,infections,poor appetite,,,144 days,No,No,No,No,No,No,No,No,Yes,38.8°C,198,Feline Leukemia Virus
Cat,Bengal,9.4,Male,4.5,difficulty eating,,,,152 days,No,No,Yes,No,No,No,No,No,No,38.2°C,141,Dental Disease
Cat,Bengal,4.5,Male,4.1,hair loss,,,itching,134 days,No,Yes,No,No,No,No,No,No,Yes,38.7°C,191,Skin Allergies
Cat,Maine Coon,13.9,Male,3.8,increased appetite,weakness,,,349 days,No,No,No,Yes,No,No,No,No,No,38.4°C,154,Diabetes Mellitus
Cat,Bengal,3.6,Male,4.9,weight loss,,,,272 days,No,No,Yes,No,No,No,No,No,No,39.0°C,158,Feline Leukemia Virus
Cat,Domestic Shorthair,11.8,Male,4.7,chronic vomiting,gas,,,56 days,No,No,Yes,Yes,Yes,No,No,No,No,38.5°C,183,Inflammatory Bowel Disease
Cat,Russian Blue,1.8,Female,5.1,coughing,exercise intolerance,,,37 days,No,No,No,No,No,Yes,Yes,No,No,38.5°C,164,Asthma
Cat,Birman,18.1,Male,4.8,increased urination,poor appetite,,,145 days,No,No,No,No,No,No,No,No,No,38.2°C,120,Chronic Kidney Disease
Cat,Ragdoll,14.5,Male,9.4,difficulty eating,appetite loss,,,229 days,No,No,Yes,No,No,No,No,No,No,38.6°C,147,Dental Disease
Cat,Persian,7.2,Male,5.0,licking genitals,urinating outside box,urinating outside box,,10 days,No,No,Yes,Yes,No,No,No,No,No,38.9°C,142,Feline Lower Urinary Tract Disease
Cat,Birman,2.1,Male,5.2,skin lesions,,,,38 days,No,No,No,No,No,No,No,No,Yes,38.7°C,130,Skin Allergies
Cat,Persian,1.3,Male,4.3,severe diarrhea,dehydration,,,3 days,No,No,Yes,Yes,Yes,No,No,No,No,40.6°C,230,Panleukopenia
Cat,Birman,14.5,Female,2.8,hyperactivity,,,vomiting,334 days,No,No,No,Yes,Yes,No,No,No,No,38.7°C,216,Hyperthyroidism
Cat,Abyssinian,2.5,Female,4.3,abdominal pain,fever,,,4 days,No,Yes,Yes,Yes,Yes,No,No,No,No,38.5°C,146,Gastroenteritis
Cat,Sphynx,8.1,Female,5.4,poor appetite,,,,91 days,No,No,Yes,No,Yes,No,No,No,No,38.2°C,168,Inflammatory Bowel Disease
Cat,Oriental,13.2,Male,3.5,weight loss,,,,292 days,No,No,No,Yes,No,No,No,No,Yes,38.8°C,207,Hyperthyroidism
Cat,Sphynx,11.3,Female,6.1,nasal discharge,coughing,,,13 days,Yes,Yes,No,No,No,No,No,No,No,39.6°C,159,Upper Respiratory Infection
Cat,Persian,0.6,Female,5.0,lethargy,dehydration,severe diarrhea,high fever,4 days,Yes,No,Yes,Yes,Yes,No,No,No,No,41.3°C,209,Panleukopenia
Cat,Siamese,10.4,Male,4.6,eye discharge,,,,8 days,Yes,Yes,No,No,No,No,Yes,No,No,39.6°C,130,Upper Respiratory Infection
Cat,American Shorthair,4.6,Female,5.2,diarrhea,,diarrhea,,7 days,No,No,No,Yes,Yes,No,Yes,No,No,39.0°C,134,Gastroenteritis
Cat,Domestic Shorthair,9.6,Female,4.1,pawing at mouth,weight loss,,,197 days,No,No,Yes,No,No,No,No,No,No,38.0°C,141,Dental Disease
Cat,Birman,13.3,Male,4.6,increased urination,bad breath,weight loss,,89 days,No,No,Yes,Yes,No,No,No,No,No,37.5°C,148,Chronic Kidney Disease
Cat,Scottish Fold,10.0,Female,5.7,lethargy,rapid breathing,,,166 days,No,No,Yes,No,No,Yes,Yes,No,No,38.7°C,135,Asthma
Cat,Mixed,10.2,Male,2.9,increased thirst,weakness,,,148 days,No,No,No,No,No,No,Yes,No,No,38.3°C,184,Diabetes Mellitus
Cat,Mixed,5.3,Female,6.6,poor appetite,,,,126 days,No,No,Yes,Yes,Yes,No,No,No,No,37.8°C,133,Inflammatory Bowel Disease
Cat,Ragdoll,10.7,Female,4.8,weight loss,lethargy,weakness,weakness,174 days,Yes,No,No,No,No,No,No,No,No,38.2°C,136,Diabetes Mellitus
Cat,Sphynx,7.6,Female,6.9,diarrhea,lethargy,,,163 days,No,No,Yes,Yes,Yes,No,No,No,No,38.6°C,185,Inflammatory Bowel Disease
Cat,American Shorthair,0.6,Male,6.7,abdominal pain,,,,7 days,No,No,Yes,Yes,Yes,No,No,No,No,39.6°C,131,Gastroenteritis
Cat,American Shorthair,12.6,Female,4.8,eye discharge,coughing,lethargy,,10 days,Yes,Yes,No,Yes,No,No,Yes,No,No,39.9°C,163,Upper Respiratory Infection
Cat,Bengal,6.5,Male,4.1,blood in urine,urinating outside box,,,8 days,No,No,No,No,No,No,No,No,No,39.2°C,160,Feline Lower Urinary Tract Disease
Cat,Russian Blue,16.9,Female,3.1,increased appetite,increased thirst,,,293 days,No,No,No,Yes,No,No,No,No,No,38.9°C,199,Hyperthyroidism
Cat,Siamese,2.8,Male,4.7,infections,fever,infections,,304 days,No,No,Yes,No,No,No,Yes,No,No,39.4°C,188,Feline Leukemia Virus
Cat,Mixed,8.3,Male,5.2,increased appetite,,,,208 days,No,No,No,No,No,No,No,No,No,38.2°C,135,Diabetes Mellitus
Cat,Abyssinian,14.7,Female,2.6,increased appetite,weakness,,,78 days,No,No,Yes,No,No,No,No,Yes,No,38.7°C,135,Diabetes Mellitus
Cat,Sphynx,14.5,Female,3.8,fever,,,,5 days,Yes,Yes,No,No,No,No,Yes,No,No,40.2°C,193,Upper Respiratory Infection
Cat,American Shorthair,13.8,Male,4.9,pawing at mouth,appetite loss,,drooling,171 days,No,No,Yes,No,No,No,No,No,No,38.5°C,128,Dental Disease
Cat,Domestic Shorthair,2.7,Female,5.5,hair loss,scabs,,,140 days,No,No,No,No,No,No,No,No,Yes,38.0°C,140,Skin Allergies
Cat,Oriental,7.6,Male,3.4,lethargy,poor appetite,,,30 days,No,No,No,Yes,No,No,No,No,No,37.9°C,172,Chronic Kidney Disease
Cat,Oriental,2.6,Female,5.2,itching,excessive grooming,,,138 days,No,No,No,No,No,No,No,No,Yes,38.8°C,170,Skin Allergies
Cat,Ragdoll,3.9,Male,6.1,licking genitals,,,licking genitals,14 days,No,No,Yes,No,No,No,Yes,No,No,38.9°C,164,Feline Lower Urinary Tract Disease
Cat,Domestic Shorthair,6.0,Male,3.5,fever,,nasal discharge,,13 days,Yes,Yes,Yes,No,No,Yes,No,No,No,39.7°C,140,Upper Respiratory Infection
Cat,Russian Blue,7.2,Male,4.8,blood in urine,lethargy,,urinating outside box,8 days,No,No,No,No,No,No,No,No,No,38.5°C,134,Feline Lower Urinary Tract Disease
Cat,Oriental,10.4,Female,6.2,lethargy,,,,4 days,No,No,Yes,No,Yes,No,No,No,No,39.3°C,167,Gastroenteritis
Cat,Sphynx,13.4,Female,4.0,nasal discharge,appetite loss,,lethargy,11 days,Yes,Yes,No,No,No,Yes,No,No,Yes,39.9°C,143,Upper Respiratory Infection
Cat,Abyssinian,11.8,Male,3.4,lethargy,poor appetite,,,151 days,No,No,Yes,Yes,No,No,No,No,No,38.6°C,187,Chronic Kidney Disease
Cat,Russian Blue,6.6,Male,5.2,straining to urinate,,,,8 days,No,No,Yes,No,No,No,No,No,No,39.1°C,153,Feline Lower Urinary Tract Disease
Cat,Oriental,0.9,Female,5.1,itching,,,,163 days,No,Yes,No,No,No,No,No,No,Yes,38.6°C,158,Skin Allergies
Cat,Oriental,13.3,Male,5.0,increased appetite,poor coat,,,296 days,No,No,No,No,No,No,No,No,No,37.9°C,122,Diabetes Mellitus
Cat,British Shorthair,4.4,Male,3.8,vomiting,dehydration,,appetite loss,2 days,No,No,No,Yes,Yes,No,Yes,No,No,38.8°C,128,Gastroenteritis
Cat,Birman,8.6,Female,5.1,sneezing,,eye discharge,fever,9 days,Yes,Yes,Yes,No,No,Yes,No,No,No,39.6°C,154,Upper Respiratory Infection
Cat,Domestic Shorthair,6.3,Female,5.4,straining to urinate,urinating outside box,,,2 days,No,No,No,No,No,No,No,No,No,39.0°C,170,Feline Lower Urinary Tract Disease
Cat,Domestic Shorthair,9.7,Male,3.6,weight loss,poor appetite,,,131 days,No,No,Yes,Yes,No,No,No,No,No,38.5°C,136,Chronic Kidney Disease
Cat,Domestic Shorthair,1.2,Male,7.1,infections,fever,infections,,171 days,No,No,No,No,No,No,No,No,No,39.5°C,184,Feline Leukemia Virus
Cat,Ragdoll,10.7,Female,4.9,abdominal pain,appetite loss,appetite loss,,5 days,No,No,No,Yes,Yes,No,No,No,No,39.0°C,196,Gastroenteritis
Cat,Maine Coon,12.7,Female,4.2,increased urination,,,,95 days,No,No,Yes,No,No,No,No,No,No,38.5°C,124,Chronic Kidney Disease
Cat,Oriental,10.8,Male,3.8,lethargy,,lethargy,,3 days,No,No,Yes,Yes,Yes,No,No,No,No,38.9°C,156,Gastroenteritis
Cat,American Shorthair,2.3,Male,4.5,chronic vomiting,poor coat,poor coat,,149 days,No,No,No,Yes,Yes,No,No,No,No,37.9°C,132,Inflammatory Bowel Disease
Cat,Domestic Shorthair,4.6,Male,5.2,nasal discharge,appetite loss,,,4 days,Yes,Yes,No,No,No,No,Yes,No,No,39.6°C,161,Upper Respiratory Infection
Cat,Ragdoll,2.0,Male,5.9,lethargy,dehydration,,,4 days,No,Yes,No,Yes,Yes,No,No,No,No,39.2°C,175,Gastroenteritis
Cat,Ragdoll,3.7,Female,6.3,lethargy,exercise intolerance,wheezing,coughing,344 days,No,No,No,No,No,Yes,Yes,No,No,38.4°C,180,Asthma
Cat,Sphynx,10.3,Male,3.9,nasal discharge,coughing,,eye discharge,7 days,Yes,No,No,No,No,No,No,No,No,40.0°C,128,Upper Respiratory Infection
Cat,Oriental,7.9,Female,4.2,increased urination,weakness,weight loss,,197 days,No,No,No,Yes,No,No,No,No,No,38.8°C,126,Diabetes Mellitus
Cat,British Shorthair,3.4,Female,4.9,fever,appetite loss,coughing,,8 days,Yes,No,No,No,No,No,No,No,No,40.3°C,137,Upper Respiratory Infection
Cat,Scottish Fold,0.5,Male,3.8,nasal discharge,lethargy,coughing,,5 days,Yes,Yes,Yes,No,No,No,No,No,No,39.9°C,200,Upper Respiratory Infection
Cat,Russian Blue,8.6,Male,3.7,weight loss,poor coat,weight loss,,74 days,No,No,Yes,Yes,Yes,No,No,No,No,38.4°C,186,Inflammatory Bowel Disease
Cat,Persian,1.8,Female,3.8,abdominal pain,,fever,diarrhea,7 days,No,No,No,Yes,Yes,No,No,No,No,39.5°C,136,Gastroenteritis
Cat,Domestic Shorthair,13.9,Female,3.5,increased thirst,,vomiting,,53 days,No,No,Yes,Yes,No,No,No,No,No,38.7°C,193,Chronic Kidney Disease
Cat,Bengal,10.0,Female,4.9,licking genitals,urinating outside box,frequent urination,,14 days,No,No,Yes,Yes,No,No,No,No,No,39.0°C,126,Feline Lower Urinary Tract Disease
Cat,Abyssinian,4.9,Male,5.4,abdominal pain,appetite loss,,,6 days,No,No,Yes,Yes,No,No,No,No,No,39.4°C,196,Gastroenteritis
Cat,Bengal,0.5,Female,6.0,vomiting,,,,7 days,No,No,Yes,Yes,Yes,No,No,No,No,40.5°C,224,Panleukopenia
Cat,Ragdoll,0.9,Male,5.4,lethargy,weakness,,,7 days,No,No,Yes,Yes,No,No,Yes,No,No,40.7°C,227,Panleukopenia
Cat,Oriental,13.2,Male,6.0,coughing,,exercise intolerance,exercise intolerance,103 days,No,No,No,No,No,Yes,Yes,No,No,38.5°C,140,Asthma
Cat,American Shorthair,5.1,Female,5.1,infections,poor appetite,,,359 days,No,Yes,Yes,Yes,No,No,No,No,Yes,38.9°C,190,Feline Leukemia Virus
Cat,Domestic Shorthair,0.6,Female,5.6,diarrhea,dehydration,,,5 days,No,No,Yes,Yes,Yes,No,No,No,No,39.1°C,130,Gastroenteritis
Cat,Birman,7.3,Male,4.1,weight loss,,,,51 days,No,No,No,Yes,Yes,No,No,No,No,38.3°C,191,Inflammatory Bowel Disease
Cat,Persian,9.9,Female,4.3,increased appetite,increased thirst,,increased thirst,180 days,No,No,No,Yes,No,No,No,No,No,39.1°C,199,Hyperthyroidism
Cat,Maine Coon,13.3,Female,5.3,hyperactivity,increased thirst,,,137 days,No,No,No,No,Yes,No,No,No,No,38.5°C,214,Hyperthyroidism
Cat,Sphynx,16.2,Female,5.4,hyperactivity,increased thirst,,,115 days,Yes,No,No,No,Yes,No,No,No,No,38.6°C,193,Hyperthyroidism
Cat,Oriental,11.8,Female,5.1,hyperactivity,poor coat,,,213 days,No,No,No,Yes,Yes,No,No,No,No,39.4°C,224,Hyperthyroidism
Cat,Mixed,13.0,Male,3.8,weight loss,,,,315 days,No,No,No,No,Yes,No,No,No,No,38.6°C,206,Hyperthyroidism
Cat,Bengal,2.6,Female,3.6,fever,lethargy,,,14 days,Yes,Yes,No,Yes,No,No,No,No,No,40.1°C,187,Upper Respiratory Infection
Cat,Scottish Fold,13.3,Female,4.1,weight loss,weakness,,,353 days,No,No,No,No,No,No,No,No,No,38.1°C,163,Diabetes Mellitus
Cat,Bengal,12.8,Female,3.5,weight loss,,,,287 days,No,No,No,No,No,No,No,No,No,38.9°C,217,Hyperthyroidism
Cat,Scottish Fold,2.0,Male,4.1,itching,red skin,,,103 days,No,No,No,No,No,No,No,No,Yes,38.7°C,157,Skin Allergies
Cat,Domestic Shorthair,8.3,Female,3.2,increased urination,vomiting,bad breath,,90 days,No,No,Yes,No,No,No,No,No,No,37.5°C,170,Chronic Kidney Disease
Cat,Maine Coon,11.2,Male,5.4,coughing,exercise intolerance,,,327 days,No,No,No,No,No,No,Yes,No,No,38.5°C,180,Asthma
Cat,American Shorthair,16.7,Male,4.7,vomiting,poor coat,,,231 days,No,No,No,No,Yes,No,No,No,No,38.9°C,240,Hyperthyroidism
Cat,Birman,7.2,Male,3.5,blood in urine,lethargy,licking genitals,,9 days,No,No,Yes,Yes,No,No,No,No,No,38.7°C,160,Feline Lower Urinary Tract Disease
Cat,Scottish Fold,2.4,Female,5.7,vomiting,fever,fever,,6 days,Yes,No,Yes,Yes,Yes,No,No,No,No,38.8°C,170,Gastroenteritis
Cat,Russian Blue,8.8,Female,4.4,weight loss,,,,36 days,No,No,No,Yes,No,No,No,No,No,38.2°C,190,Chronic Kidney Disease
Cat,Persian,12.8,Male,5.6,increased appetite,increased thirst,weight loss,,353 days,No,No,No,Yes,Yes,No,No,No,No,39.0°C,213,Hyperthyroidism
Cat,Sphynx,8.4,Female,5.5,lethargy,fever,lethargy,,2 days,No,No,No,Yes,Yes,No,No,No,No,39.5°C,161,Gastroenteritis
Cat,Oriental,0.5,Male,5.9,high fever,appetite loss,,lethargy,2 days,No,No,Yes,Yes,Yes,No,Yes,No,No,41.2°C,213,Panleukopenia
Cat,Ragdoll,12.8,Female,4.8,vomiting,diarrhea,,,118 days,Yes,No,No,No,No,No,No,No,No,38.5°C,222,Hyperthyroidism
Cat,Oriental,1.5,Male,5.5,fever,,sneezing,,10 days,Yes,Yes,Yes,No,No,No,Yes,No,No,39.6°C,181,Upper Respiratory Infection
Cat,Domestic Shorthair,13.9,Male,4.8,eye discharge,lethargy,,,14 days,Yes,Yes,Yes,Yes,No,No,No,No,No,40.0°C,141,Upper Respiratory Infection
Cat,Abyssinian,0.8,Male,3.8,lethargy,,lethargy,weakness,3 days,No,No,Yes,Yes,Yes,No,No,No,No,40.1°C,182,Panleukopenia
Cat,Ragdoll,0.5,Male,9.6,high fever,dehydration,vomiting,,7 days,No,No,Yes,Yes,Yes,No,Yes,No,No,40.8°C,187,Panleukopenia
Cat,Sphynx,3.1,Male,3.8,hair loss,excessive grooming,excessive grooming,,27 days,No,No,No,No,No,No,No,No,Yes,38.3°C,136,Skin Allergies
Cat,American Shorthair,11.9,Female,4.3,hyperactivity,increased thirst,hyperactivity,,246 days,Yes,No,No,Yes,No,No,No,No,Yes,38.8°C,211,Hyperthyroidism
Cat,Sphynx,13.4,Male,4.4,sneezing,,eye discharge,,9 days,Yes,Yes,Yes,No,No,Yes,No,No,No,40.1°C,196,Upper Respiratory Infection
Cat,Sphynx,8.9,Female,4.2,itching,scabs,excessive grooming,,166 days,No,No,No,No,No,No,No,No,Yes,38.6°C,159,Skin Allergies
Cat,Domestic Shorthair,8.2,Female,3.7,hair loss,excessive grooming,,,83 days,Yes,No,No,No,No,No,No,No,Yes,38.1°C,175,Skin Allergies
Cat,Domestic Shorthair,4.1,Male,3.9,weight loss,lethargy,,,63 days,No,No,No,Yes,Yes,No,No,No,No,38.7°C,187,Inflammatory Bowel Disease
Cat,Birman,5.5,Male,4.6,scratching,,,,172 days,No,No,No,No,No,No,No,No,Yes,38.1°C,177,Skin Allergies
Cat,Sphynx,3.9,Female,5.9,itching,red skin,excessive grooming,red skin,131 days,No,No,No,No,No,No,No,No,Yes,38.5°C,183,Skin Allergies
Cat,Domestic Shorthair,5.2,Female,4.6,vomiting,appetite loss,,,4 days,No,No,Yes,Yes,Yes,No,No,No,No,39.1°C,121,Gastroenteritis
Cat,British Shorthair,18.9,Male,4.2,increased urination,,bad breath,poor appetite,54 days,No,No,Yes,Yes,Yes,No,No,No,No,38.3°C,184,Chronic Kidney Disease
Cat,Birman,14.6,Female,2.9,increased urination,poor coat,weight loss,,163 days,No,No,No,Yes,No,No,Yes,No,No,38.5°C,165,Diabetes Mellitus
Cat,Sphynx,14.3,Male,5.2,nasal discharge,lethargy,fever,,12 days,Yes,No,No,No,No,No,Yes,No,No,40.1°C,151,Upper Respiratory Infection
Cat,Sphynx,7.8,Male,3.6,weight loss,bad breath,lethargy,increased thirst,131 days,No,No,Yes,Yes,No,No,No,No,No,38.0°C,167,Chronic Kidney Disease
Cat,Scottish Fold,6.4,Male,3.7,nasal discharge,,,fever,6 days,Yes,Yes,Yes,No,No,No,Yes,No,No,39.7°C,126,Upper Respiratory Infection
Cat,Oriental,9.3,Female,4.7,increased urination,poor appetite,,,113 days,No,No,Yes,Yes,No,No,No,No,No,38.7°C,142,Chronic Kidney Disease
Cat,Oriental,2.5,Male,5.4,diarrhea,appetite loss,,,5 days,No,No,Yes,No,No,No,No,No,No,39.2°C,171,Gastroenteritis
Cat,Abyssinian,8.5,Female,3.1,difficulty eating,appetite loss,difficulty eating,,336 days,No,No,No,No,No,No,No,No,No,38.2°C,183,Dental Disease
Cat,Persian,16.7,Female,5.3,increased thirst,vomiting,,,49 days,No,No,No,No,Yes,No,No,No,No,38.0°C,173,Chronic Kidney Disease
Cat,Siamese,0.2,Male,3.5,severe diarrhea,dehydration,,,5 days,No,No,No,Yes,Yes,No,No,No,No,40.6°C,239,Panleukopenia
Cat,Siamese,1.6,Female,3.1,diarrhea,,,,6 days,No,No,Yes,Yes,No,No,No,No,No,39.2°C,123,Gastroenteritis
Cat,American Shorthair,6.1,Male,5.2,increased appetite,lethargy,increased urination,increased urination,216 days,No,No,No,No,No,No,No,Yes,No,38.6°C,187,Diabetes Mellitus
Cat,Sphynx,14.9,Female,3.6,pawing at mouth,,,,128 days,No,No,Yes,Yes,No,No,No,No,No,38.1°C,183,Dental Disease
Cat,American Shorthair,11.3,Female,5.4,pawing at mouth,appetite loss,,weight loss,349 days,No,No,Yes,No,No,No,No,No,No,38.1°C,134,Dental Disease
Cat,British Shorthair,10.9,Male,3.7,eye discharge,lethargy,fever,,13 days,Yes,Yes,No,No,No,No,Yes,No,Yes,39.9°C,196,Upper Respiratory Infection
Cat,Mixed,15.5,Female,4.1,increased thirst,,,,53 days,No,No,No,Yes,No,No,No,No,No,38.1°C,188,Chronic Kidney Disease
Cat,Siamese,5.7,Male,2.9,abdominal pain,appetite loss,,abdominal pain,1 days,Yes,No,No,Yes,No,No,No,No,No,38.6°C,176,Gastroenteritis
Cat,Maine Coon,6.7,Female,5.1,weight loss,lethargy,,,65 days,No,No,No,No,No,No,No,No,No,37.9°C,149,Diabetes Mellitus
Cat,Persian,13.5,Female,5.7,coughing,open-mouth breathing,labored breathing,,117 days,No,No,No,No,No,Yes,Yes,No,No,38.3°C,138,Asthma
Cat,Oriental,4.4,Female,4.0,nasal discharge,,,coughing,8 days,Yes,Yes,Yes,No,No,No,Yes,No,No,39.6°C,148,Upper Respiratory Infection
Cat,British Shorthair,7.7,Female,6.0,straining to urinate,lethargy,,,12 days,No,No,No,No,No,No,No,No,No,39.2°C,155,Feline Lower Urinary Tract Disease
Cat,Russian Blue,9.6,Female,6.6,fever,lethargy,,,6 days,Yes,Yes,No,No,No,No,No,No,No,40.3°C,139,Upper Respiratory Infection
Cat,Abyssinian,3.9,Male,4.8,drooling,,bleeding gums,,272 days,Yes,No,Yes,No,No,No,No,No,No,38.3°C,192,Dental Disease
Cat,Birman,0.7,Female,4.9,nasal discharge,appetite loss,,,9 days,Yes,Yes,No,No,No,No,Yes,No,No,39.6°C,196,Upper Respiratory Infection
Cat,British Shorthair,17.6,Male,5.0,lethargy,,,,36 days,No,No,Yes,No,No,No,Yes,No,No,38.6°C,178,Chronic Kidney Disease
Cat,Abyssinian,10.6,Male,3.5,scratching,,scratching,,138 days,No,No,No,No,No,No,No,No,Yes,38.1°C,178,Skin Allergies
Cat,British Shorthair,3.9,Male,5.9,poor appetite,,,,89 days,No,No,Yes,Yes,Yes,No,No,No,No,38.2°C,150,Inflammatory Bowel Disease
Cat,British Shorthair,4.8,Male,4.6,hair loss,,,hair loss,159 days,No,No,No,No,No,No,No,No,Yes,38.3°C,190,Skin Allergies
Cat,American Shorthair,12.0,Male,4.1,increased appetite,poor coat,,,110 days,No,No,No,Yes,Yes,No,Yes,No,No,38.7°C,193,Hyperthyroidism
Cat,Persian,5.1,Female,4.9,sneezing,,,eye discharge,11 days,Yes,Yes,No,No,No,Yes,No,No,No,40.4°C,191,Upper Respiratory Infection
Cat,Ragdoll,16.9,Female,6.7,hyperactivity,,weight loss,,66 days,No,No,No,Yes,No,No,Yes,No,No,38.9°C,240,Hyperthyroidism
Cat,Maine Coon,3.6,Male,4.7,lethargy,poor appetite,,,289 days,No,No,Yes,No,No,No,No,No,No,40.0°C,176,Feline Leukemia Virus
Cat,Oriental,6.8,Male,4.0,skin lesions,,,,57 days,No,No,No,No,No,No,No,No,Yes,38.3°C,184,Skin Allergies
Cat,Domestic Shorthair,14.3,Male,3.7,increased thirst,lethargy,poor coat,,363 days,No,No,No,No,No,No,No,No,No,38.6°C,163,Diabetes Mellitus
